Sl. No.,Journal name,2022 JIF
2545,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,4.1
2546,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,4.1
2547,KONA Powder and Particle Journal,4.1
2548,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,4.1
2549,MEDICINE & SCIENCE IN SPORTS & EXERCISE,4.1
2550,Metabolites,4.1
2551,Minerva Endocrinology,4.1
2552,MOLECULAR AND CELLULAR ENDOCRINOLOGY,4.1
2553,MOLECULAR PHYLOGENETICS AND EVOLUTION,4.1
2554,Movement Ecology,4.1
2555,Myrmecological News,4.1
2556,Nanoscale and Microscale Thermophysical Engineering,4.1
2557,NEUROENDOCRINOLOGY,4.1
2558,Neurosurgical Focus,4.1
2559,PARKINSONISM & RELATED DISORDERS,4.1
2560,Pediatric Critical Care Medicine,4.1
2561,PEST MANAGEMENT SCIENCE,4.1
2562,PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science,4.1
2563,PHARMACOTHERAPY,4.1
2564,PROGRESS IN OCEANOGRAPHY,4.1
2565,REVIEWS IN INORGANIC CHEMISTRY,4.1
2566,REVIEWS IN THE NEUROSCIENCES,4.1
2567,RNA Biology,4.1
2568,RSC Medicinal Chemistry,4.1
2569,SAUDI PHARMACEUTICAL JOURNAL,4.1
2570,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,4.1
2571,Sleep Health,4.1
2572,Smart Materials and Structures,4.1
2573,SOCIAL SCIENCE COMPUTER REVIEW,4.1
2574,SOFT COMPUTING,4.1
2575,STRESS AND HEALTH,4.1
2576,Structures,4.1
2577,Tissue Engineering Part A,4.1
2578,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,4.1
2579,WIND ENERGY,4.1
2580,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,4.1
2581,World Journal of Stem Cells,4.1
2582,ACS Chemical Biology,4
2583,ADVANCES IN HEALTH SCIENCES EDUCATION,4
2584,Aerosol and Air Quality Research,4
2585,AGING CLINICAL AND EXPERIMENTAL RESEARCH,4
2586,AMERICAN FAMILY PHYSICIAN,4
2587,APPLIED MATHEMATICS AND COMPUTATION,4
2588,APPLIED PHYSICS LETTERS,4
2589,AQUACULTURAL ENGINEERING,4
2590,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,4
2591,ARCHIVES OF GERONTOLOGY AND GERIATRICS,4
2592,Batteries-Basel,4
2593,BIOESSAYS,4
2594,BIOGEOCHEMISTRY,4
2595,Biomass Conversion and Biorefinery,4
2596,Biomedical Materials,4
2597,BIOSCIENCE REPORTS,4
2598,BMC Medical Research Methodology,4
2599,BOTANICAL REVIEW,4
2600,Breast Cancer,4
2601,Briefings in Functional Genomics,4
2602,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,4
2603,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,4
2604,Cancer Medicine,4
2605,CELL CALCIUM,4
2606,CELLULAR AND MOLECULAR NEUROBIOLOGY,4
2607,ChemElectroChem,4
2608,CLINICAL & EXPERIMENTAL METASTASIS,4
2609,CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,4
2610,Current Bioinformatics,4
2611,CURRENT OPINION IN GENETICS & DEVELOPMENT,4
2612,CURRENT OPINION IN PHARMACOLOGY,4
2613,DALTON TRANSACTIONS,4
2614,DM DISEASE-A-MONTH,4
2615,EJNMMI Physics,4
2616,Engineering Failure Analysis,4
2617,European Journal of Remote Sensing,4
2618,Forest Policy and Economics,4
2619,Frontiers in Physiology,4
2620,Geoscience Letters,4
2621,Global Ecology and Conservation,4
2622,Global Health-Science and Practice,4
2623,Heliyon,4
2624,IMMUNOLOGY AND CELL BIOLOGY,4
2625,Insect Science,4
2626,INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,4
2627,INTERNATIONAL JOURNAL FOR PARASITOLOGY,4
2628,International Journal for Parasitology-Drugs and Drug Resistance,4
2629,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,4
2630,International Journal of Bipolar Disorders,4
2631,International Journal of Disaster Risk Science,4
2632,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,4
2633,International Journal of Lean Six Sigma,4
2634,International Journal of Rail Transportation,4
2635,INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,4
2636,JCO Oncology Practice,4
2637,JMIR Serious Games,4
2638,JOURNAL OF ALZHEIMERS DISEASE,4
2639,JOURNAL OF APPLIED MICROBIOLOGY,4
2640,Journal of Bionic Engineering,4
2641,JOURNAL OF CELL SCIENCE,4
2642,JOURNAL OF CELLULAR BIOCHEMISTRY,4
2643,Journal of Cloud Computing-Advances Systems and Applications,4
2644,JOURNAL OF ENDOCRINOLOGY,4
2645,JOURNAL OF FOOD BIOCHEMISTRY,4
2646,Journal of Inorganic and Organometallic Polymers and Materials,4
2647,JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,4
2648,JOURNAL OF MEDICAL GENETICS,4
2649,Journal of Neural Engineering,4
2650,Journal of Ovarian Research,4
2651,JOURNAL OF PAIN,4
2652,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,4
2653,Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,4
2654,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,4
2655,JOURNAL OF THROMBOSIS AND THROMBOLYSIS,4
2656,Mitigation and Adaptation Strategies for Global Change,4
2657,Molecular Diagnosis & Therapy,4
2658,MOLECULAR HUMAN REPRODUCTION,4
2659,Movement Disorders Clinical Practice,4
2660,Multiple Sclerosis and Related Disorders,4
2661,npj Systems Biology and Applications,4
2662,Nucleic Acid Therapeutics,4
2663,OncoTargets and Therapy,4
2664,OSTEOPOROSIS INTERNATIONAL,4
2665,Pain and Therapy,4
2666,PHYSICA D-NONLINEAR PHENOMENA,4
2667,PLANT FOODS FOR HUMAN NUTRITION,4
2668,Quality Assurance and Safety of Crops & Foods,4
2669,Quaternary Science Reviews,4
2670,REPRODUCTIVE BIOMEDICINE ONLINE,4
2671,RHEUMATOLOGY INTERNATIONAL,4
2672,SEMINARS IN ONCOLOGY,4
2673,SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,4
2674,STEM CELLS AND DEVELOPMENT,4
2675,Translational Lung Cancer Research,4
2676,Transplantation Reviews,4
2677,TREE PHYSIOLOGY,4
2678,Utilities Policy,4
2679,Vacuum,4
2680,VASCULAR PHARMACOLOGY,4
2681,Agricultural and Food Economics,3.9
2682,ANNALS OF NUTRITION AND METABOLISM,3.9
2683,APPLIED ORGANOMETALLIC CHEMISTRY,3.9
2684,AQUACULTURE ECONOMICS & MANAGEMENT,3.9
2685,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,3.9
2686,Biochemical Engineering Journal,3.9
2687,BIOCHEMICAL SOCIETY TRANSACTIONS,3.9
2688,BIOCHIMIE,3.9
2689,Biofuels Bioproducts & Biorefining-Biofpr,3.9
2690,BIOLOGICAL TRACE ELEMENT RESEARCH,3.9
2691,Biomedical Engineering Online,3.9
2692,BMC Complementary Medicine and Therapies,3.9
2693,BREAST,3.9
2694,BUILDING RESEARCH AND INFORMATION,3.9
2695,Catalysts,3.9
2696,CELL BIOLOGY INTERNATIONAL,3.9
2697,Cells & Development,3.9
2698,CHEMICAL ENGINEERING RESEARCH & DESIGN,3.9
2699,CHEMICAL GEOLOGY,3.9
2700,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,3.9
2701,Clinical Epidemiology,3.9
2702,CLINICAL NEUROPSYCHOLOGIST,3.9
2703,Cognitive Systems Research,3.9
2704,Communications in Nonlinear Science and Numerical Simulation,3.9
2705,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,3.9
2706,CTS-Clinical and Translational Science,3.9
2707,Current Opinion in Biomedical Engineering,3.9
2708,CURRENT OPINION IN INFECTIOUS DISEASES,3.9
2709,DIABETES EDUCATOR,3.9
2710,Digital Health,3.9
2711,DISEASES OF THE COLON & RECTUM,3.9
2712,DRUG METABOLISM AND DISPOSITION,3.9
2713,Education for Chemical Engineers,3.9
2714,ELECTRIC POWER SYSTEMS RESEARCH,3.9
2715,Elementa-Science of the Anthropocene,3.9
2716,ENDOCRINE-RELATED CANCER,3.9
2717,Energy Sources Part B-Economics Planning and Policy,3.9
2718,Epigenetics & Chromatin,3.9
2719,EUROPEAN ADDICTION RESEARCH,3.9
2720,EXPERIMENTAL GERONTOLOGY,3.9
2721,Expert Review of Gastroenterology & Hepatology,3.9
2722,Expert Review of Respiratory Medicine,3.9
2723,EYE,3.9
2724,Food Science & Nutrition,3.9
2725,FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,3.9
2726,Frontiers in Medicine,3.9
2727,FUZZY SETS AND SYSTEMS,3.9
2728,GEOMORPHOLOGY,3.9
2729,GEOTHERMICS,3.9
2730,GLOBAL AND PLANETARY CHANGE,3.9
2731,Global Mental Health,3.9
2732,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,3.9
2733,HAEMOPHILIA,3.9
2734,HUMAN MUTATION,3.9
2735,IEEE Access,3.9
2736,IEEE SIGNAL PROCESSING LETTERS,3.9
2737,IEEE TRANSACTIONS ON NANOBIOSCIENCE,3.9
2738,IEEE Transactions on Sustainable Computing,3.9
2739,Infection and Drug Resistance,3.9
2740,INFORMATION AND SOFTWARE TECHNOLOGY,3.9
2741,INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,3.9
2742,INTERNATIONAL JOURNAL OF CLIMATOLOGY,3.9
2743,INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,3.9
2744,International Journal of Greenhouse Gas Control,3.9
2745,INTERNATIONAL JOURNAL OF REFRIGERATION,3.9
2746,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,3.9
2747,International Journal of Smart and Nano Materials,3.9
2748,IUCrJ,3.9
2749,Journal of Applied Research on Medicinal and Aromatic Plants,3.9
2750,JOURNAL OF BIOGEOGRAPHY,3.9
2751,Journal of Cancer,3.9
2752,Journal of Clinical Medicine,3.9
2753,JOURNAL OF FOOD SCIENCE,3.9
2754,JOURNAL OF GEOCHEMICAL EXPLORATION,3.9
2755,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,3.9
2756,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,3.9
2757,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,3.9
2758,Journal of Gynecologic Oncology,3.9
2759,JOURNAL OF IMMUNOTHERAPY,3.9
2760,JOURNAL OF INORGANIC BIOCHEMISTRY,3.9
2761,JOURNAL OF MICROENCAPSULATION,3.9
2762,JOURNAL OF MOLECULAR EVOLUTION,3.9
2763,Journal of Movement Disorders,3.9
2764,JOURNAL OF NEURO-ONCOLOGY,3.9
2765,JOURNAL OF PETROLOGY,3.9
2766,JOURNAL OF RHEUMATOLOGY,3.9
2767,JOURNAL OF SANDWICH STRUCTURES & MATERIALS,3.9
2768,JOURNAL OF SOIL AND WATER CONSERVATION,3.9
2769,Journal of Soil Science and Plant Nutrition,3.9
2770,JOURNAL OF SUPERCRITICAL FLUIDS,3.9
2771,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,3.9
2772,JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,3.9
2773,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,3.9
2774,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,3.9
2775,Journal of the Mechanical Behavior of Biomedical Materials,3.9
2776,Journal of the Royal Society Interface,3.9
2777,LANGMUIR,3.9
2778,Lupus Science & Medicine,3.9
2779,MACROMOLECULAR MATERIALS AND ENGINEERING,3.9
2780,MARINE STRUCTURES,3.9
2781,MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,3.9
2782,MECHANICS OF MATERIALS,3.9
2783,MEDICINA CLINICA,3.9
2784,Microbial Genomics,3.9
2785,Microbial Physiology,3.9
2786,MULTIMEDIA SYSTEMS,3.9
2787,MYCORRHIZA,3.9
2788,NEUROLOGIA,3.9
2789,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,3.9
2790,NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS,3.9
2791,NURSE EDUCATION TODAY,3.9
2792,NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,3.9
2793,OPTICAL MATERIALS,3.9
2794,PATTERN ANALYSIS AND APPLICATIONS,3.9
2795,PLANT BIOLOGY,3.9
2796,Progress in Earth and Planetary Science,3.9
2797,Progress in Physical Geography-Earth and Environment,3.9
2798,RAPID PROTOTYPING JOURNAL,3.9
2799,Reaction Chemistry & Engineering,3.9
2800,REVIEWS ON ENVIRONMENTAL HEALTH,3.9
2801,RSC Advances,3.9
2802,SCIENTOMETRICS,3.9
2803,SENSORS,3.9
2804,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3.9
2805,Sustainability,3.9
2806,Ukrainian Journal of Physical Optics,3.9
2807,WASTE MANAGEMENT & RESEARCH,3.9
2808,XENOTRANSPLANTATION,3.9
2809,ACTA DIABETOLOGICA,3.8
2810,ACTA NEUROPSYCHIATRICA,3.8
2811,ACTA PAEDIATRICA,3.8
2812,ADVANCES IN THERAPY,3.8
2813,AIDS,3.8
2814,ANNALS OF BIOMEDICAL ENGINEERING,3.8
2815,Annals of Hepatology,3.8
2816,Archives of Medical Science,3.8
2817,Atmospheric Measurement Techniques,3.8
2818,BASIC AND APPLIED ECOLOGY,3.8
2819,BIOINORGANIC CHEMISTRY AND APPLICATIONS,3.8
2820,BIOPHYSICAL CHEMISTRY,3.8
2821,BIOPROCESS AND BIOSYSTEMS ENGINEERING,3.8
2822,BIOTECHNOLOGY AND BIOENGINEERING,3.8
2823,BMB Reports,3.8
2824,BMC CANCER,3.8
2825,BRAIN RESEARCH BULLETIN,3.8
2826,BREAST CANCER RESEARCH AND TREATMENT,3.8
2827,Buildings,3.8
2828,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,3.8
2829,Cannabis and Cannabinoid Research,3.8
2830,Carbon Balance and Management,3.8
2831,CardioRenal Medicine,3.8
2832,CELL STRESS & CHAPERONES,3.8
2833,ChemNanoMat,3.8
2834,Chinese Journal of Chemical Engineering,3.8
2835,Clinical Proteomics,3.8
2836,CRYSTAL GROWTH & DESIGN,3.8
2837,CYTOKINE,3.8
2838,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,3.8
2839,Diabetes Therapy,3.8
2840,DNA REPAIR,3.8
2841,DRUG DEVELOPMENT RESEARCH,3.8
2842,ECOLOGICAL ENGINEERING,3.8
2843,EJSO,3.8
2844,Energy Science & Engineering,3.8
2845,Energy Technology,3.8
2846,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,3.8
2847,Epidemics,3.8
2848,Epidemiology and Health,3.8
2849,Epigenomics,3.8
2850,ESC Heart Failure,3.8
2851,European Geriatric Medicine,3.8
2852,Geocarto International,3.8
2853,Geochemical Perspectives,3.8
2854,GEOSTANDARDS AND GEOANALYTICAL RESEARCH,3.8
2855,HARVARD REVIEW OF PSYCHIATRY,3.8
2856,HEREDITY,3.8
2857,INORGANIC CHEMISTRY COMMUNICATIONS,3.8
2858,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,3.8
2859,International Journal of Gastronomy and Food Science,3.8
2860,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,3.8
2861,INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,3.8
2862,International Journal of Paediatric Dentistry,3.8
2863,International Journal of Pavement Engineering,3.8
2864,JOURNAL OF ADVANCED NURSING,3.8
2865,Journal of Breath Research,3.8
2866,Journal of Cardiopulmonary Rehabilitation and Prevention,3.8
2867,Journal of Cereal Science,3.8
2868,JOURNAL OF GENERAL PHYSIOLOGY,3.8
2869,JOURNAL OF GENERAL VIROLOGY,3.8
2870,Journal of High Energy Astrophysics,3.8
2871,JOURNAL OF HYDROMETEOROLOGY,3.8
2872,JOURNAL OF KING SAUD UNIVERSITY SCIENCE,3.8
2873,Journal of Molecular Structure,3.8
2874,Journal of Neurologic Physical Therapy,3.8
2875,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,3.8
2876,JOURNAL OF PHARMACEUTICAL SCIENCES,3.8
2877,JOURNAL OF PUBLIC HEALTH POLICY,3.8
2878,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,3.8
2879,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,3.8
2880,MATERIALS AND STRUCTURES,3.8
2881,Materials Today Communications,3.8
2882,MEDICAL PHYSICS,3.8
2883,MICROBIAL PATHOGENESIS,3.8
2884,MINI-REVIEWS IN MEDICINAL CHEMISTRY,3.8
2885,MOBILE NETWORKS & APPLICATIONS,3.8
2886,MOLECULAR DIVERSITY,3.8
2887,MOLECULAR GENETICS AND METABOLISM,3.8
2888,MOLECULES AND CELLS,3.8
2889,MULTIVARIATE BEHAVIORAL RESEARCH,3.8
2890,OPTICS EXPRESS,3.8
2891,ORAL DISEASES,3.8
2892,PEDIATRIC NEUROLOGY,3.8
2893,Pediatric Obesity,3.8
2894,PeerJ Computer Science,3.8
2895,PHARMACEUTICAL BIOLOGY,3.8
2896,PHYTOCHEMISTRY,3.8
2897,Pituitary,3.8
2898,PLACENTA,3.8
2899,PLASMA SOURCES SCIENCE & TECHNOLOGY,3.8
2900,PLoS Neglected Tropical Diseases,3.8
2901,PRECAMBRIAN RESEARCH,3.8
2902,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,3.8
2903,PSYCHIATRIC SERVICES,3.8
2904,Psychology Health & Medicine,3.8
2905,Psychology of Sexual Orientation and Gender Diversity,3.8
2906,REDOX REPORT,3.8
2907,REPRODUCTION,3.8
2908,Rheumatology and Therapy,3.8
2909,RISK ANALYSIS,3.8
2910,SOIL USE AND MANAGEMENT,3.8
2911,SURGERY,3.8
2912,Therapeutic Advances in Endocrinology and Metabolism,3.8
2913,TOXICOLOGICAL SCIENCES,3.8
2914,TOXICOLOGY AND APPLIED PHARMACOLOGY,3.8
2915,TWMS Journal of Pure and Applied Mathematics,3.8
2916,Women and Birth,3.8
2917,ACM Transactions on Computer-Human Interaction,3.7
2918,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,3.7
2919,ACTA MATHEMATICA,3.7
2920,Acta Orthopaedica,3.7
2921,Addiction Science & Clinical Practice,3.7
2922,Advanced Biology,3.7
2923,Agronomy-Basel,3.7
2924,AICHE JOURNAL,3.7
2925,AMB Express,3.7
2926,ANIMAL BIOTECHNOLOGY,3.7
2927,Annals of General Psychiatry,3.7
2928,ANNALS OF SURGICAL ONCOLOGY,3.7
2929,Applied Mathematics Letters,3.7
2930,Aquaculture Reports,3.7
2931,BEHAVIOUR & INFORMATION TECHNOLOGY,3.7
2932,BIOLOGICAL CHEMISTRY,3.7
2933,Biomolecules & Therapeutics,3.7
2934,Blood Transfusion,3.7
2935,BMC INFECTIOUS DISEASES,3.7
2936,CARDIOVASCULAR PATHOLOGY,3.7
2937,CATALYSIS COMMUNICATIONS,3.7
2938,CBE-Life Sciences Education,3.7
2939,CEREBRAL CORTEX,3.7
2940,ChemPhotoChem,3.7
2941,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,3.7
2942,Cognitive Neurodynamics,3.7
2943,Communications in Computational Physics,3.7
2944,COMPUTING,3.7
2945,CRISPR Journal,3.7
2946,Current Cardiology Reports,3.7
2947,CURRENT OPINION IN OPHTHALMOLOGY,3.7
2948,Current Pain and Headache Reports,3.7
2949,CYTOMETRY PART A,3.7
2950,EAR AND HEARING,3.7
2951,ECOSYSTEMS,3.7
2952,ENDOCRINE,3.7
2953,Epigenetics,3.7
2954,E-POLYMERS,3.7
2955,Evolution Medicine and Public Health,3.7
2956,EXPERIMENTAL CELL RESEARCH,3.7
2957,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,3.7
2958,Fermentation-Basel,3.7
2959,FOREST ECOLOGY AND MANAGEMENT,3.7
2960,Frontiers in Genetics,3.7
2961,Frontiers in Marine Science,3.7
2962,Frontiers in Synaptic Neuroscience,3.7
2963,GASTROENTEROLOGY CLINICS OF NORTH AMERICA,3.7
2964,GENES CHROMOSOMES & CANCER,3.7
2965,Geobiology,3.7
2966,Geochemistry,3.7
2967,Global Heart,3.7
2968,IEEE TRANSACTIONS ON COMPUTERS,3.7
2969,IEEE Transactions on Learning Technologies,3.7
2970,IEEE-ACM TRANSACTIONS ON NETWORKING,3.7
2971,Infectious Agents and Cancer,3.7
2972,INFORMATION SYSTEMS,3.7
2973,INJURY PREVENTION,3.7
2974,International Braz J Urol,3.7
2975,International Journal of Geomechanics,3.7
2976,International Journal of Mechanics and Materials in Design,3.7
2977,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,3.7
2978,JOR Spine,3.7
2979,Journal of Cancer Survivorship,3.7
2980,JOURNAL OF CRITICAL CARE,3.7
2981,Journal of Electrochemical Science and Technology,3.7
2982,JOURNAL OF FLUID MECHANICS,3.7
2983,Journal of Geophysical Research-Biogeosciences,3.7
2984,Journal of Information Display,3.7
2985,Journal of Informetrics,3.7
2986,Journal of Lower Genital Tract Disease,3.7
2987,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,3.7
2988,JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,3.7
2989,Journal of Physical Chemistry C,3.7
2990,Journal of Systematics and Evolution,3.7
2991,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,3.7
2992,Kidney Diseases,3.7
2993,Microbiology Spectrum,3.7
2994,Molecular Oral Microbiology,3.7
2995,Nanomaterials and Nanotechnology,3.7
2996,NATURAL HAZARDS,3.7
2997,Neurology and Therapy,3.7
2998,NEUROTOXICITY RESEARCH,3.7
2999,NUCLEAR DATA SHEETS,3.7
3000,Nucleus,3.7
3001,Orphanet Journal of Rare Diseases,3.7
3002,Pain Physician,3.7
3003,Pathogens,3.7
3004,PEDIATRIC DRUGS,3.7
3005,PHARMACEUTICAL RESEARCH,3.7
3006,PHOTOSYNTHESIS RESEARCH,3.7
3007,PHYSICAL REVIEW B,3.7
3008,PHYSICS AND CHEMISTRY OF THE EARTH,3.7
3009,PLoS One,3.7
3010,PSYCHONEUROENDOCRINOLOGY,3.7
3011,PSYCHOPHYSIOLOGY,3.7
3012,RESPIRATION,3.7
3013,Rhizosphere,3.7
3014,Road Materials and Pavement Design,3.7
3015,SCANDINAVIAN JOURNAL OF IMMUNOLOGY,3.7
3016,SCIENCE AND ENGINEERING ETHICS,3.7
3017,Soils and Foundations,3.7
3018,SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,3.7
3019,Structure and Infrastructure Engineering,3.7
3020,Systematic Reviews,3.7
3021,Tobacco Induced Diseases,3.7
3022,VIROLOGY,3.7
3023,WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,3.7
3024,ACM Transactions on Knowledge Discovery from Data,3.6
3025,ACTA DERMATO-VENEREOLOGICA,3.6
3026,ADVANCED ENGINEERING MATERIALS,3.6
3027,Advances in Production Engineering & Management,3.6
3028,Agriculture-Basel,3.6
3029,ALDRICHIMICA ACTA,3.6
3030,AMERICAN JOURNAL OF EMERGENCY MEDICINE,3.6
3031,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,3.6
3032,Animal,3.6
3033,Animal Frontiers,3.6
3034,Anthropocene,3.6
3035,Applications in Plant Sciences,3.6
3036,Applied Health Economics and Health Policy,3.6
3037,BIODEGRADATION,3.6
3038,BioEnergy Research,3.6
3039,BIOLOGY OF REPRODUCTION,3.6
3040,BMC Medical Education,3.6
3041,BRITISH JOURNAL OF NUTRITION,3.6
3042,CANADIAN GEOTECHNICAL JOURNAL,3.6
3043,CANCER BIOLOGY & THERAPY,3.6
3044,CELL AND TISSUE RESEARCH,3.6
3045,CELL BIOCHEMISTRY AND FUNCTION,3.6
3046,Chinese Physics C,3.6
3047,CLADISTICS,3.6
3048,Clinical and Translational Gastroenterology,3.6
3049,Clinical Implant Dentistry and Related Research,3.6
3050,Clinical Interventions in Aging,3.6
3051,Clinical Lung Cancer,3.6
3052,COMPLEMENTARY THERAPIES IN MEDICINE,3.6
3053,Conflict and Health,3.6
3054,CORTEX,3.6
3055,CURRENT GENE THERAPY,3.6
3056,CURRENT OPINION IN PEDIATRICS,3.6
3057,DARU-Journal of Pharmaceutical Sciences,3.6
3058,Dermatologic Therapy,3.6
3059,Diagnostics,3.6
3060,Epilepsy Currents,3.6
3061,EPJ Data Science,3.6
3062,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,3.6
3063,European Journal of Paediatric Dentistry,3.6
3064,EUROPEAN JOURNAL OF PAIN,3.6
3065,EUROPEAN JOURNAL OF PEDIATRICS,3.6
3066,EXPERIMENTAL AND MOLECULAR PATHOLOGY,3.6
3067,EXPERIMENTAL DERMATOLOGY,3.6
3068,Frontiers in Cardiovascular Medicine,3.6
3069,Gastroenterology Report,3.6
3070,Health and Quality of Life Outcomes,3.6
3071,HEALTH TECHNOLOGY ASSESSMENT,3.6
3072,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,3.6
3073,IEEE Intelligent Transportation Systems Magazine,3.6
3074,IEEE MICRO,3.6
3075,IEEE MICROWAVE MAGAZINE,3.6
3076,IEEE Transactions on Human-Machine Systems,3.6
3077,IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,3.6
3078,INDOOR AND BUILT ENVIRONMENT,3.6
3079,International Journal of Critical Infrastructure Protection,3.6
3080,INTERNATIONAL JOURNAL OF DERMATOLOGY,3.6
3081,International Journal of Interactive Multimedia and Artificial Intelligence,3.6
3082,International Journal of Medical Sciences,3.6
3083,INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,3.6
3084,International Journal of Sediment Research,3.6
3085,INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,3.6
3086,International Journal of Structural Stability and Dynamics,3.6
3087,Italian Journal of Pediatrics,3.6
3088,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,3.6
3089,JOURNAL DE MYCOLOGIE MEDICALE,3.6
3090,JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,3.6
3091,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,3.6
3092,JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION,3.6
3093,Journal of Bridge Engineering,3.6
3094,JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,3.6
3095,Journal of Clinical and Translational Hepatology,3.6
3096,JOURNAL OF COMMUNICATIONS AND NETWORKS,3.6
3097,JOURNAL OF CONTAMINANT HYDROLOGY,3.6
3098,Journal of Ethnobiology and Ethnomedicine,3.6
3099,Journal of Evidence-Based Dental Practice,3.6
3100,JOURNAL OF FLUIDS AND STRUCTURES,3.6
3101,JOURNAL OF FOOD AND DRUG ANALYSIS,3.6
3102,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,3.6
3103,Journal of Intelligent Transportation Systems,3.6
3104,Journal of Luminescence,3.6
3105,Journal of Network and Systems Management,3.6
3106,JOURNAL OF ORGANIC CHEMISTRY,3.6
3107,Journal of Prosthodontic Research,3.6
3108,JOURNAL OF SOILS AND SEDIMENTS,3.6
