,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
513849,"Encephalomyelitis, Autoimmune, Experimental",Experimental Model of Disease,http://purl.bioontology.org/ontology/MESH/D004681,T050,"Autoimmune Encephalomyelitis, Experimental|Experimental Encephalomyelitis, Autoimmune|Allergic Encephalomyelitis|Experimental Allergic Encephalomyelitides|Encephalomyelitis, Experimental Autoimmune|Encephalomyelitis, Autoimmune Experimental|Encephalomyelitis, Allergic|Experimental Autoimmune Encephalomyelitis|Autoimmune Experimental Encephalomyelitis|Encephalomyelitis, Experimental Allergic|Allergic Encephalomyelitis, Experimental|Experimental Allergic Encephalomyelitis",http://purl.bioontology.org/ontology/MESH/D020721|http://purl.bioontology.org/ontology/MESH/D020278,C0014072,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T365221|T014338|T014344|T014346|T014339|T014347|T014340|T014341|T014345
487792,Diffuse Axonal Injury,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020833,T037,"Diffuse Axonal Injuries|Axonal Injury, Diffuse|Injuries, Diffuse Axonal|DAI (Diffuse Axonal Injury)|DAIs (Diffuse Axonal Injury)|Injury, Diffuse Axonal|Axonal Injuries, Diffuse",http://purl.bioontology.org/ontology/MESH/D000070625,C0752219,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T358376|T367404|T367405
498677,"Cortical Blindness, Retardation, and Postaxial Polydactyly",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C565674,T047,,,C1857568,,T831789
491788,Cerebrovascular Disorders,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D002561,T047,"Cerebrovascular Insufficiencies|Intracranial Vascular Diseases|Brain Vascular Disorders|Cerebrovascular Insufficiency|Cerebrovascular Diseases|Vascular Disorder, Brain|Intracranial Vascular Disorder|Occlusions, Cerebrovascular|Diseases, Cerebrovascular|Disease, Cerebrovascular|Cerebrovascular Disease|Cerebrovascular Occlusion|Intracranial Vascular Disorders|Insufficiencies, Cerebrovascular|Intracranial Vascular Disease|Vascular Disorders, Intracranial|Vascular Diseases, Intracranial|Vascular Disorder, Intracranial|Cerebrovascular Disorder|Vascular Disorders, Brain|Insufficiency, Cerebrovascular|Cerebrovascular Occlusions|Vascular Disease, Intracranial|Brain Vascular Disorder|Occlusion, Cerebrovascular",http://purl.bioontology.org/ontology/MESH/D014652|http://purl.bioontology.org/ontology/MESH/D001927,C0596298|C0007820|C0241832,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367069|T000874074|T367071|T367070|T007468|T367068|T367067
491018,Cerebral Palsy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D002547,T047,"Cerebral Palsies, Athetoid|Cerebral Palsy, Dyskinetic|Cerebral Palsy, Mixed|CP (Cerebral Palsy)|Monoplegic Infantile Cerebral Palsy|Cerebral Palsies, Dystonic-Rigid|Diplegia, Spastic|Spastic Cerebral Palsy|Spastic Cerebral Palsies|Mixed Cerebral Palsies|Hypotonic Cerebral Palsies|Spastic Diplegia|Cerebral Palsy, Dystonic-Rigid|Dystonic-Rigid Cerebral Palsies|Infantile Cerebral Palsy, Monoplegic|Monoplegic Cerebral Palsies|Quadriplegic Infantile Cerebral Palsy|Hypotonic Cerebral Palsy|Cerebral Palsy, Congenital|Cerebral Palsy, Rolandic Type|Cerebral Palsies, Dyskinetic|Cerebral Palsies, Monoplegic|Infantile Cerebral Palsy, Diplegic|Little Disease|Mixed Cerebral Palsy|Dyskinetic Cerebral Palsy|Monoplegic Cerebral Palsy|Cerebral Palsy, Diplegic, Infantile|Cerebral Palsy, Dystonic Rigid|Cerebral Palsy, Monoplegic|Rolandic Type Cerebral Palsy|Cerebral Palsy, Quadriplegic, Infantile|Cerebral Palsy, Hypotonic|Dystonic-Rigid Cerebral Palsy|Cerebral Palsy, Spastic|Cerebral Palsy, Atonic|Infantile Cerebral Palsy, Quadriplegic|Spastic Diplegias|Diplegias, Spastic|Atonic Cerebral Palsy|Athetoid Cerebral Palsy|Cerebral Palsy, Athetoid|Diplegic Infantile Cerebral Palsy|Little's Disease|Cerebral Palsy, Monoplegic, Infantile|Congenital Cerebral Palsy",http://purl.bioontology.org/ontology/MESH/D001925,C0394003|C0270807|C0154697|C0270742|C0154698|C0553767|C0751024|C0154695|C0751025|C0023882|C0007789|C0338596|C0394007,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T367043|T007419|T367047|T367033|T367050|T367045|T367026|T367048|T007420|T367010|T367030|T367008|T367032|T367009|T367027|T367011|T367028|T367044|T367049|T367034|T367031|T007423|T007421|T367029|T367046|T367036|T367035
493464,"Cerebral Palsy, Spastic Quadriplegic, 1",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567853,T047,,,C2751938,,T811199
494393,"Cerebral Palsy, Spastic Quadriplegic, 2",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567867,T047,,,C2752061,,T811241
497117,"Cerebral Palsy, Ataxic, Autosomal Recessive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C562856,T047,Ataxic Cerebral Palsy,,C0394005,,T801672|T801670
487736,"Cerebral Hemorrhage, Traumatic",Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020202,T037,"Traumatic Intracerebral Hemorrhage|Traumatic Cerebral Parenchymal Hemorrhage|Brain Hemorrhage, Cerebral, Traumatic|Cerebral Intraparenchymal Hemorrhage, Traumatic|Intracerebral Hemorrhages, Traumatic|Intracerebral Hemorrhage, Traumatic|Hematomas, Traumatic Cerebral|Traumatic Cerebral Hemorrhage|Traumatic Cerebral Hematomas|Cerebral Parenchymal Hemorrhage, Traumatic|Hemorrhage, Traumatic Cerebral|Cerebral Hemorrhages, Traumatic|Hemorrhages, Traumatic Intracerebral|Cerebral Hematoma, Traumatic|Cerebral Intraparenchymal Hematoma, Traumatic|Traumatic Cerebral Hematoma|Hemorrhages, Traumatic Cerebral|Hemorrhage, Traumatic Intracerebral|Traumatic Cerebral Intraparenchymal Hemorrhage|Traumatic Cerebral Intraparenchymal Hematoma|Traumatic Cerebral Hemorrhages|Traumatic Intracerebral Hemorrhages|Cerebral Hematomas, Traumatic|Hematoma, Traumatic Cerebral",http://purl.bioontology.org/ontology/MESH/D020201|http://purl.bioontology.org/ontology/MESH/D002543,C0751801|C0475072,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366902|T369231|T369229|T369232|T373007|T369230|T373011|T358067|T373006|T373010
510028,Cerebral Hemorrhage,Pathologic Function,http://purl.bioontology.org/ontology/MESH/D002543,T046,"Parenchymal Hemorrhages, Cerebral|Hemorrhage, Intracerebral|Cerebral Parenchymal Hemorrhage|Hemorrhages, Cerebral|Hemorrhages, Cerebral Brain|Cerebral Brain Hemorrhage|Cerebral Brain Hemorrhages|Hemorrhage, Cerebral Parenchymal|Parenchymal Hemorrhage, Cerebral|Intracerebral Hemorrhage|Hemorrhage, Cerebrum|Hemorrhage, Cerebral Brain|Cerebrum Hemorrhage|Brain Hemorrhages, Cerebral|Hemorrhages, Cerebrum|Brain Hemorrhage, Cerebral|Hemorrhage, Cerebral|Cerebrum Hemorrhages|Cerebral Parenchymal Hemorrhages|Cerebral Hemorrhages|Intracerebral Hemorrhages|Hemorrhages, Intracerebral|Hemorrhages, Cerebral Parenchymal",http://purl.bioontology.org/ontology/MESH/D020300,C2937358,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366884|T007413|T366886|T366883|T007412|T366885
495337,Cerebellar Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D002526,T047,"Disease, Cerebellar|Cerebellar Syndrome|Syndrome, Cerebellar|Disorder, Cerebellar|Cerebellar Syndromes|Cerebellar Disease|Cerebellum Diseases|Cerebellum Disease|Cerebellar Dysfunctions|Cerebellar Disorder|Dysfunction, Cerebellar|Cerebellar Disorders|Cerebellar Dysfunction|Disease, Cerebellum",http://purl.bioontology.org/ontology/MESH/D001927,C0007760,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366801|T007375|T366804|T366803|T366802
495585,Central Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D002493,T047,CNS Disease|CNS Diseases|Central Nervous System Disorder|Central Nervous System Disease|Central Nervous System Disorders,http://purl.bioontology.org/ontology/MESH/D009422,C0007682,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T000997562|T000997561|T000997560|T007269|T366743|T007268
498458,Cauda Equina Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D000077684,T047,Cauda Equina Syndromes,http://purl.bioontology.org/ontology/MESH/D011129|http://purl.bioontology.org/ontology/MESH/D009408,C0392548,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T371669
487742,"Brain Injury, Chronic",Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020208,T037,"Chronic Brain Injuries|Chronic Brain Injury|Brain Injuries, Chronic",http://purl.bioontology.org/ontology/MESH/D001925|http://purl.bioontology.org/ontology/MESH/D001930,C0751813,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T358172|T366401
498383,Brain Infarction,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020520,T047,"Venous Brain Infarction|Infarcts, Brain|Anterior Circulation Brain Infarction|Posterior Circulation Brain Infarction|Infarction, Brain Venous|Venous Brain Infarctions|Anterior Cerebral Circulation Infarction|Anterior Circulation Infarction, Brain|Infarction, Anterior Cerebral Circulation|Infarctions, Venous Brain|Brain Infarctions|Brain Infarcts|Brain Infarction, Posterior Circulation|Brain Infarction, Anterior Circulation|Posterior Circulation Infarction, Brain|Venous Infarction, Brain|Infarction, Brain, Posterior Circulation|Brain Venous Infarctions|Infarction, Anterior Circulation, Brain|Infarct, Brain|Infarction, Posterior Circulation, Brain|Brain Infarction, Venous|Infarctions, Brain|Venous Infarctions, Brain|Infarction, Venous Brain|Brain Infarctions, Venous|Infarction, Brain, Anterior Circulation|Infarction, Brain|Brain Infarct|Brain Venous Infarction|Infarctions, Brain Venous",http://purl.bioontology.org/ontology/MESH/D020521|http://purl.bioontology.org/ontology/MESH/D007238|http://purl.bioontology.org/ontology/MESH/D002545,C0751955|C0751954|C0751953|C0393953|C0751952,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366335|T366338|T366342|T366334|T000952245|T366337|T366336|T366345|T366346|T366340|T366343|T358169|T366339|T366344|T366341|T366347
496054,Brain Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D001927,T047,"Encephalopathy|Encephalopathies|Brain Disorders|Intracranial Central Nervous System Disorders|Brain Disorder|Central Nervous System Intracranial Disorders|Intracranial CNS Disorders|Encephalon Disease|Intracranial CNS Disorder|CNS Disorder, Intracranial|CNS Disorders, Intracranial|Brain Disease|Central Nervous System Disorders, Intracranial|Encephalon Diseases",http://purl.bioontology.org/ontology/MESH/D002493,C0006111|C0085584,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T363902|T363901|T363905|T363904|T000866927|T363906|T363903|T363900|T005486
496057,"Brain Diseases, Metabolic",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D001928,T047,"Encephalopathies, Metabolic|Metabolic Disorders, CNS|Brain Syndrome, Metabolic, Acquired|Metabolic Brain Diseases, Acquired|Metabolic Brain Disorders|Metabolic Brain Syndrome|Metabolic Disorders, CNS, Acquired|Metabolic Disorders, Brain|Brain Metabolic Disorders|Metabolic Brain Syndromes|Acquired Metabolic Encephalopathies|Brain Disorders, Metabolic, Acquired|Metabolic Encephalopathy, Acquired|Brain Diseases, Metabolic, Acquired|Metabolic Brain Disorder|Metabolic Disorder, Central Nervous System, Acquired|Metabolic Brain Diseases|CNS Metabolic Disorders, Acquired|Acquired Metabolic Diseases, Brain|Encephalopathies, Acquired Metabolic|Central Nervous System Metabolic Disorders|Metabolic Diseases, Acquired, Nervous System|Metabolic Disorder, CNS|CNS Metabolic Disorder|Metabolic Encephalopathy|Metabolic Disorders, Central Nervous System|Metabolic Encephalopathies|Acquired Metabolic Diseases, Nervous System|Metabolic Brain Syndromes, Acquired|Metabolic Brain Disease|Brain Disease, Metabolic|Metabolic Disorder, Brain|Brain Disorder, Metabolic|Brain Metabolic Disorder|Brain Disorders, Metabolic|Encephalopathy, Acquired Metabolic|Acquired Metabolic Encephalopathy|Metabolic Encephalopathies, Acquired|Metabolic Brain Syndrome, Acquired|CNS Metabolic Disorders|Brain Syndrome, Metabolic|Encephalopathy, Metabolic|Encephalopathy, Metabolic, Acquired|Nervous System Acquired Metabolic Diseases",http://purl.bioontology.org/ontology/MESH/D001927|http://purl.bioontology.org/ontology/MESH/D008659,C0750968|C0751744|C1135773|C0751743|C0006112,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366295|T366266|T366260|T366259|T366284|T366288|T366293|T366285|T372943|T366291|T366289|T366281|T366287|T366261|T366267|T366290|T366283|T366257|T366264|T366262|T366258|T366282|T005487|T366286|T358164|T366265|T005488|T366256
498061,"Brain Diseases, Metabolic, Inborn",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020739,T047,"Brain Syndrome, Metabolic, Inborn|Brain Diseases, Metabolic, Familial|Inborn Metabolic Brain Diseases|Inborn Metabolic Brain Disorders|Metabolic Diseases, Inborn, Brain|Metabolic Brain Syndrome, Inborn|Central Nervous System Inborn Metabolic Disorders|Inborn Metabolic Disorders, Brain|Brain Diseases, Metabolic, Inherited|Familial Metabolic Disorders, Brain|Metabolic Brain Diseases, Inborn|CNS Metabolic Disorders, Inborn|Central Nervous System Inborn Metabolic Diseases|Inherited Metabolic Brain Diseases|Metabolic Brain Diseases, Familial|Inborn Errors of Metabolism, Brain|Metabolic Diseases, Inborn, Central Nervous System|Metabolic Brain Diseases, Inherited|Metabolic Disorders, Brain, Inherited|Metabolic Disorders, CNS, Inborn|Metabolic Disorders, Familial, Brain|Encephalopathies, Metabolic, Inborn|Inherited Metabolic Disorders, Brain|Familial Metabolic Brain Diseases",http://purl.bioontology.org/ontology/MESH/D008661|http://purl.bioontology.org/ontology/MESH/D001928,C0752110|C0752109|C0752107,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369007|T369003|T369023|T369017|T369019|T369030|T369018|T369001|T358165|T369016|T369004|T369024|T369021|T369000|T369022|T369008|T368999|T369002|T369005|T369032|T369031|T369020|T369006|T368998|T369015
496906,Basal Ganglia Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D001480,T047,Extrapyramidal Disorder|Basal Ganglia Disorders|Basal Ganglia Disorder|Basal Ganglia Disease|Lenticulostriate Disorders|Extrapyramidal Disorders|Lenticulostriate Disorder,http://purl.bioontology.org/ontology/MESH/D001927,C0004782|C0750951|C0015371,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T363971|T004303|T004302|T363972
493876,Frontotemporal Dementia With Motor Neuron Disease,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566288,T047,ALSFTD|Frontotemporal Dementia-Amyotrophic Lateral Sclerosis|FTDMND|Amyotrophic Lateral Sclerosis And-Or Frontotemporal Dementia|FTDALS,,C3888102,,T823794|T823793|T808214|T000889487|T808213|T823795
494688,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563476,T047,"Lower Motor Neuron Degeneration With Paget-Like Bone Disease|Pagetoid Neuroskeletal Syndrome|Inclusion Body Myopathy with Early-Onset Paget Disease of Bone and-or Frontotemporal Dementia|IBMPFD|Muscular Dystrophy, Limb-Girdle, With Paget Disease Of Bone|Inclusion Body Myopathy with Paget Disease of Bone and-or Frontotemporal Dementia|Pagetoid Amyotrophic Lateral Sclerosis",,C1833662,,T803001|T803003|T823385|T802998|T845798|T803000|T803002|T845797
495961,Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D057180,T047,"Hereditary Dysphasic Disinhibition Dementia|Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions|Pick's Disease, Familial|DDPAC|Disease, Wilhelmsen-Lynch|Semantic Dementia|Semantic Dementias|Frontotemporal Dementias, Ubiquitin-Positive|Dementias, Frontotemporal Lobe (FLDEM)|FTD-PGRN|Dementias, Frontotemporal Lobe|Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy|Dementias, Frontotemporal|Disinhibition-Dementia-Parkinsonism-Amytrophy Complex|Frontotemporal Lobe Dementia|Dementias, Ubiquitin-Positive Frontotemporal|GRN-Related Frontotemporal Dementias|Frontotemporal Lobe Dementias (FLDEM)|Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy|Dementias, Semantic|FTLD with TDP 43 Pathology|Wilhelmsen Lynch Disease|Frontotemporal Dementias, GRN-Related|Dementia, Frontotemporal, with Parkinsonism|Disinhibition Dementia Parkinsonism Amyotrophy Complex|Diseases, Wilhelmsen-Lynch|Frontotemporal Dementia with Parkinsonism 17|Frontotemporal Dementia, Ubiquitin-Positive|Frontotemporal Lobe Dementia (FLDEM)|Diseases, Familial Pick's|FTLD with TDP-43 Pathology|Wilhelmsen-Lynch Disease|Familial Picks Disease|Lobe Dementias, Frontotemporal|Frontotemporal Dementia with Parkinsonism|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices|Disease, Familial Pick's|FTLD-17 GRN|Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy|HDDD2|FTLD-TDP|Dementia, Semantic|Frontotemporal Dementia with Parkinsonism-17|Ubiquitin-Positive Frontotemporal Dementia|Frontotemporal Dementias|FTD-GRN|Dementias, GRN-Related Frontotemporal|HDDD1|Dementia, Frontotemporal|Disinhibition Dementia Parkinsonism Amytrophy Complex|Familial Pick's Disease|Wilhelmsen-Lynch Diseases|GRN-Related Frontotemporal Dementia|Frontotemporal Lobe Dementias|Familial Pick Disease|Dementia, Ubiquitin-Positive Frontotemporal|Multiple System Tauopathy with Presenile Dementia|Frontotemporal Dementia, Ubiquitin Positive|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex|Dementia, Hereditary Dysphasic Disinhibition|Dementia, Frontotemporal Lobe|GRN Related Frontotemporal Dementia|Lobe Dementia, Frontotemporal|Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy|Pick's Diseases, Familial|Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions|Dementia, GRN-Related Frontotemporal|FTDP-17|Familial Pick's Diseases|Frontotemporal Dementia, GRN-Related|Dementia, Frontotemporal Lobe (FLDEM)|Ubiquitin-Positive Frontotemporal Dementias|Disinhibition-Dementia-Parkinsonism-Amytrophy Complices",http://purl.bioontology.org/ontology/MESH/D057174,C0338462|C0338451,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T812309|T843512|T749902|T843465|T749906|T843508|T843510|T841455|T812307|T841555|T749899|T749901|T749903|T812308|T812698|T843042|T843043|T367225|T749907|T843511|T841457|T841458|T843466|T749900|T812640|T843509|T843467
496987,Chromosome 3-Linked Frontotemporal Dementia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C579991,T047,"Dtm1|Ftd3|Ftd-Chmp2b|Amyotrophic Lateral Sclerosis, Chmp2B-Related|Ftd-3|Chmp2b-Related Frontotemporal Dementia|Dementia, Familial Nonspecific|Frontotemporal Dementia, Chromosome 3-Linked",,C1833296,,T841111|T841112|T802916|T828018|T841113|T841115|T841114|T841110|T802919
499959,Frontotemporal Dementia,Mental or Behavioral Dysfunction,http://purl.bioontology.org/ontology/MESH/D057180,T048,"Hereditary Dysphasic Disinhibition Dementia|Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions|Pick's Disease, Familial|DDPAC|Disease, Wilhelmsen-Lynch|Semantic Dementia|Semantic Dementias|Frontotemporal Dementias, Ubiquitin-Positive|Dementias, Frontotemporal Lobe (FLDEM)|FTD-PGRN|Dementias, Frontotemporal Lobe|Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy|Dementias, Frontotemporal|Disinhibition-Dementia-Parkinsonism-Amytrophy Complex|Frontotemporal Lobe Dementia|Dementias, Ubiquitin-Positive Frontotemporal|GRN-Related Frontotemporal Dementias|Frontotemporal Lobe Dementias (FLDEM)|Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy|Dementias, Semantic|FTLD with TDP 43 Pathology|Wilhelmsen Lynch Disease|Frontotemporal Dementias, GRN-Related|Dementia, Frontotemporal, with Parkinsonism|Disinhibition Dementia Parkinsonism Amyotrophy Complex|Diseases, Wilhelmsen-Lynch|Frontotemporal Dementia with Parkinsonism 17|Frontotemporal Dementia, Ubiquitin-Positive|Frontotemporal Lobe Dementia (FLDEM)|Diseases, Familial Pick's|FTLD with TDP-43 Pathology|Wilhelmsen-Lynch Disease|Familial Picks Disease|Lobe Dementias, Frontotemporal|Frontotemporal Dementia with Parkinsonism|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices|Disease, Familial Pick's|FTLD-17 GRN|Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy|HDDD2|FTLD-TDP|Dementia, Semantic|Frontotemporal Dementia with Parkinsonism-17|Ubiquitin-Positive Frontotemporal Dementia|Frontotemporal Dementias|FTD-GRN|Dementias, GRN-Related Frontotemporal|HDDD1|Dementia, Frontotemporal|Disinhibition Dementia Parkinsonism Amytrophy Complex|Familial Pick's Disease|Wilhelmsen-Lynch Diseases|GRN-Related Frontotemporal Dementia|Frontotemporal Lobe Dementias|Familial Pick Disease|Dementia, Ubiquitin-Positive Frontotemporal|Multiple System Tauopathy with Presenile Dementia|Frontotemporal Dementia, Ubiquitin Positive|Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex|Dementia, Hereditary Dysphasic Disinhibition|Dementia, Frontotemporal Lobe|GRN Related Frontotemporal Dementia|Lobe Dementia, Frontotemporal|Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy|Pick's Diseases, Familial|Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions|Dementia, GRN-Related Frontotemporal|FTDP-17|Familial Pick's Diseases|Frontotemporal Dementia, GRN-Related|Dementia, Frontotemporal Lobe (FLDEM)|Ubiquitin-Positive Frontotemporal Dementias|Disinhibition-Dementia-Parkinsonism-Amytrophy Complices",http://purl.bioontology.org/ontology/MESH/D057174,C0338462|C0338451,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T812309|T843512|T749902|T843465|T749906|T843508|T843510|T841455|T812307|T841555|T749899|T749901|T749903|T812308|T812698|T843042|T843043|T367225|T749907|T843511|T841457|T841458|T843466|T749900|T812640|T843509|T843467
