,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI,mesh_id
88,Hydrocephalus,Finding,http://purl.bioontology.org/ontology/MESH/D006849,T033,"Hydrocephalus Ex-Vacuos|Hydrocephalus, Obstructive|Hydrocephalus Ex Vacuo|Aqueductal Stenosis|Post-Traumatic Hydrocephalus|Hydrocephaly|Cerebral Ventriculomegalies|Cerebral Ventriculomegaly|Ventriculomegalies, Fetal Cerebral|Stenoses, Aqueductal|Cerebral Ventriculomegaly, Fetal|Stenosis, Aqueductal|Post Traumatic Hydrocephalus|Hydrocephalus, Communicating|Ventriculomegaly, Fetal Cerebral|Fetal Cerebral Ventriculomegalies|Congenital Hydrocephalus|Cerebral Ventriculomegalies, Fetal|Hydrocephalus, Post-Traumatic|Hydrocephalus Ex-Vacuo|Aqueductal Stenoses|Ventriculomegaly, Cerebral|Communicating Hydrocephalus|Obstructive Hydrocephalus|Hydrocephalus, Congenital|Fetal Cerebral Ventriculomegaly|Ventriculomegalies, Cerebral",http://purl.bioontology.org/ontology/MESH/D001927,C2936786|C0549423|C1531647|C0009451|C2936718|C0020255|C0020256|C0270720|C0477432,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368477|T368480|T368482|T368479|T768015|T368478|T768014|T020657|T368481|T768016,D006849
89,Hydrocephalus,Finding,http://purl.bioontology.org/ontology/MESH/D006849,T033,"Hydrocephalus Ex-Vacuos|Hydrocephalus, Obstructive|Hydrocephalus Ex Vacuo|Aqueductal Stenosis|Post-Traumatic Hydrocephalus|Hydrocephaly|Cerebral Ventriculomegalies|Cerebral Ventriculomegaly|Ventriculomegalies, Fetal Cerebral|Stenoses, Aqueductal|Cerebral Ventriculomegaly, Fetal|Stenosis, Aqueductal|Post Traumatic Hydrocephalus|Hydrocephalus, Communicating|Ventriculomegaly, Fetal Cerebral|Fetal Cerebral Ventriculomegalies|Congenital Hydrocephalus|Cerebral Ventriculomegalies, Fetal|Hydrocephalus, Post-Traumatic|Hydrocephalus Ex-Vacuo|Aqueductal Stenoses|Ventriculomegaly, Cerebral|Communicating Hydrocephalus|Obstructive Hydrocephalus|Hydrocephalus, Congenital|Fetal Cerebral Ventriculomegaly|Ventriculomegalies, Cerebral",http://purl.bioontology.org/ontology/MESH/D001927,C2936786|C0549423|C1531647|C0009451|C2936718|C0020255|C0020256|C0270720|C0477432,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368477|T368480|T368482|T368479|T768015|T368478|T768014|T020657|T368481|T768016,D006849
90,"Hydrocephalus, Normal Pressure",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D006850,T047,"NPH (Normal Pressure Hydrocephalus)|Syndromes, Hakim's|Syndromes, Hakim|Hydrocephalus, Normal-Pressure|Hakims Syndrome|Hakim Syndromes|Hakim's Syndromes|Hakim Syndrome|NPHs (Normal Pressure Hydrocephalus)|Syndrome, Hakim|Syndrome, Hakim's|Normal Pressure Hydrocephalus|Hakim's Syndrome",http://purl.bioontology.org/ontology/MESH/D006849,C0020258,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368486|T020658|T368483|T368485|T368484|T811639,D006850
91,Hereditary Sensory and Autonomic Neuropathies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009477,T047,"Sensory Neuropathies, Congenital|Neuropathy, Congenital Sensory, with Anhidrosis|Sensory Neuropathies, Hereditary|Hereditary Sensory and Autonomic Neuropathy Type I|Sensory and Autonomic Neuropathies, Hereditary|Giaccai Type Acroosteolysis|Hereditary Sensory and Autonomic Neuropathy, Type 4|Hereditary Sensory Autonomic Neuropathy, Type 4|Hereditary Sensory Radicular Neuropathy|Hereditary Sensory Radicular Neuropathy, Recessive Form|Neuropathy, Congenital Sensory|Congenital Insensitivity to Pain with Anhidrosis|Neuropathy Hereditary Sensory Radicular, Autosomal Dominant|Sensory Neuropathy, Hereditary|HSAN2|Hereditary Sensory Neuropathy Type Ia|Neuropathy, Hereditary Sensory, Type I|HSAN 5|Acroosteolysis, Giaccai Type|HSAN Type V|Neuropathies, Hereditary Sensory and Autonomic|Hereditary Sensory Neuropathy Type 1|Type I, HSAN|Familial Dysautonomia, Type II|Hereditary Sensory and Autonomic Neuropathy Type 2|Hereditary Sensory and Autonomic Neuropathy Type IV|Acroosteolyses, Neurogenic|Neuropathy, Hereditary Sensory And Autonomic, Type V|HSAN 4|Hereditary Sensory And Autonomic Neuropathy IV|HSANs (Hereditary Sensory Autonomic Neuropathy)|Hereditary Sensory Neuropathies|Congenital Sensory Neuropathy|HSAN Type I|Hereditary Sensory and Autonomic Neuropathy Type V|Neuropathies, Hereditary Sensory|Neurogenic Acroosteolysis|Hereditary Sensory and Autonomic Neuropathy, Type 5|Hereditary Sensory and Autonomic Neuropathy Type II|Neuropathy, Hereditary Sensory And Autonomic, Type I|HSN Type I|HSAN 1|HSN Type IIs|Congenital Sensory Neuropathies|Neuropathy, Hereditary Sensory|Neuropathy, Hereditary Sensory Radicular, Autosomal Dominant|HSAN|Neuropathy, Hereditary Sensory Radicular, Autosomal Recessive|HSAN Type II|HSAN Type IV|Neuropathy Hereditary Sensory and Autonomic Type 1|Pain Insensitivity with Anhidrosis, Congenital|Hereditary Sensory Autonomic Neuropathy, Type 1|Neuropathy, Progressive Sensory, Of Children|HSAN (Hereditary Sensory Autonomic Neuropathy)|Type IV, HSAN|Hereditary Sensory and Autonomic Neuropathy Type 1|HSAN IV|HSAN V|HSN Type II|Neuropathies, Congenital Sensory|Familial Dysautonomia, Type 2|Insensitivity to Pain with Anhidrosis, Congenital|Hereditary Sensory and Autonomic Neuropathy 4|HSAN I|Acroosteolysis, Neurogenic|Neurogenic Acroosteolyses|Sensory Neuropathy, Congenital|Hereditary Sensory Autonomic Neuropathy, Type 5|HSAN5|Type I, HSN|Hereditary Sensory Autonomic Neuropathy, Type 2|HSANII|Hereditary Sensory Neuropathy Type I|Insensitivity to Pain, Congenital, with Anhidrosis|Hereditary Sensory Neuropathy",http://purl.bioontology.org/ontology/MESH/D009421|http://purl.bioontology.org/ontology/MESH/D011115|http://purl.bioontology.org/ontology/MESH/D020271,C0699739|C0020074|C0086405|C0020072|C0027889|C0020075|C0020071,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T028245|T755149|T818696|T843028|T028244|T824571|T751022|T365291|T365287|T028251|T811628|T751016|T028246|T843031|T028254|T818698|T843029|T841185|T751012|T028252|T841655|T818699|T751017|T751021|T028249|T365290|T751023|T841652|T841654|T028247|T028253|T751024|T811629|T841653|T751014|T843887|T751018|T824572|T365289|T751015|T811624|T028250|T028248|T811626|T811625|T751011|T365288|T751019|T811636|T365286|T843030|T812405|T365295|T818697|T751013|T841649|T811627|T365292|T028255|T841650,D009477
92,Hemiplegia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D006429,T047,"Flaccid Hemiplegia|Hemiplegia, Flaccid|Hemiplegias|Hemiplegias, Crossed|Monoplegias|Infantile Hemiplegia|Post-Ictal Hemiplegias|Hemiplegia, Transient|Monoplegia|Hemiplegias, Infantile|Hemiplegia, Post Ictal|Post-Ictal Hemiplegia|Hemiplegia, Infantile|Hemiplegias, Transient|Hemiplegia, Spastic|Transient Hemiplegia|Hemiplegia, Post-Ictal|Crossed Hemiplegias|Hemiplegias, Flaccid|Transient Hemiplegias|Crossed Hemiplegia|Flaccid Hemiplegias|Infantile Hemiplegias|Hemiplegia, Crossed|Hemiplegias, Spastic|Spastic Hemiplegias|Spastic Hemiplegia|Hemiplegias, Post-Ictal",http://purl.bioontology.org/ontology/MESH/D010243,C0085622|C0154693|C0751195|C0392550|C0154694|C0278110|C0521662|C0018991,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T371031|T371028|T019414|T371034|T371032|T371029|T371030|T371033,D006429
93,Hemiplegia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D006429,T047,"Flaccid Hemiplegia|Hemiplegia, Flaccid|Hemiplegias|Hemiplegias, Crossed|Monoplegias|Infantile Hemiplegia|Post-Ictal Hemiplegias|Hemiplegia, Transient|Monoplegia|Hemiplegias, Infantile|Hemiplegia, Post Ictal|Post-Ictal Hemiplegia|Hemiplegia, Infantile|Hemiplegias, Transient|Hemiplegia, Spastic|Transient Hemiplegia|Hemiplegia, Post-Ictal|Crossed Hemiplegias|Hemiplegias, Flaccid|Transient Hemiplegias|Crossed Hemiplegia|Flaccid Hemiplegias|Infantile Hemiplegias|Hemiplegia, Crossed|Hemiplegias, Spastic|Spastic Hemiplegias|Spastic Hemiplegia|Hemiplegias, Post-Ictal",http://purl.bioontology.org/ontology/MESH/D010243,C0085622|C0154693|C0751195|C0392550|C0154694|C0278110|C0521662|C0018991,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T371031|T371028|T019414|T371034|T371032|T371029|T371030|T371033,D006429
94,Hemiplegia,Sign or Symptom,http://purl.bioontology.org/ontology/MESH/D006429,T184,"Flaccid Hemiplegia|Hemiplegia, Flaccid|Hemiplegias|Hemiplegias, Crossed|Monoplegias|Infantile Hemiplegia|Post-Ictal Hemiplegias|Hemiplegia, Transient|Monoplegia|Hemiplegias, Infantile|Hemiplegia, Post Ictal|Post-Ictal Hemiplegia|Hemiplegia, Infantile|Hemiplegias, Transient|Hemiplegia, Spastic|Transient Hemiplegia|Hemiplegia, Post-Ictal|Crossed Hemiplegias|Hemiplegias, Flaccid|Transient Hemiplegias|Crossed Hemiplegia|Flaccid Hemiplegias|Infantile Hemiplegias|Hemiplegia, Crossed|Hemiplegias, Spastic|Spastic Hemiplegias|Spastic Hemiplegia|Hemiplegias, Post-Ictal",http://purl.bioontology.org/ontology/MESH/D010243,C0085622|C0154693|C0751195|C0392550|C0154694|C0278110|C0521662|C0018991,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T371031|T371028|T019414|T371034|T371032|T371029|T371030|T371033,D006429
95,Hemiplegia,Sign or Symptom,http://purl.bioontology.org/ontology/MESH/D006429,T184,"Flaccid Hemiplegia|Hemiplegia, Flaccid|Hemiplegias|Hemiplegias, Crossed|Monoplegias|Infantile Hemiplegia|Post-Ictal Hemiplegias|Hemiplegia, Transient|Monoplegia|Hemiplegias, Infantile|Hemiplegia, Post Ictal|Post-Ictal Hemiplegia|Hemiplegia, Infantile|Hemiplegias, Transient|Hemiplegia, Spastic|Transient Hemiplegia|Hemiplegia, Post-Ictal|Crossed Hemiplegias|Hemiplegias, Flaccid|Transient Hemiplegias|Crossed Hemiplegia|Flaccid Hemiplegias|Infantile Hemiplegias|Hemiplegia, Crossed|Hemiplegias, Spastic|Spastic Hemiplegias|Spastic Hemiplegia|Hemiplegias, Post-Ictal",http://purl.bioontology.org/ontology/MESH/D010243,C0085622|C0154693|C0751195|C0392550|C0154694|C0278110|C0521662|C0018991,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T371031|T371028|T019414|T371034|T371032|T371029|T371030|T371033,D006429
96,Gerstmann-Straussler-Scheinker Disease,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D016098,T047,"Inherited Spongiform Encephalopathy, Gerstmann-Straussler|Disease, Gerstmann-Straussler|Gerstmann Straussler Disease|Gerstmann Straussler Inherited Spongiform Encephalopathy|Gerstmann-Straussler Disease|Inherited Spongiform Encephalopathy, Gerstmann Straussler|Gerstmann-Straussler-Scheinker Syndrome|Diseases, Gerstmann-Straussler|Gerstmann-Straussler Inherited Spongiform Encephalopathy|Gerstmann Straussler Scheinker Disease|Gerstmann Straussler Scheinker Syndrome|Gerstmann-Straussler Diseases|Encephalopathy, Subacute Spongiform, Gerstmann-Straussler Type|Gerstmann Straussler Syndrome|Gerstmann-Straussler Syndrome",http://purl.bioontology.org/ontology/MESH/D017096|http://purl.bioontology.org/ontology/MESH/D020271,C0017495,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T811555|T368339|T047840|T751207|T047839|T368340|T751208,D016098
97,"Gait Disorders, Neurologic",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020233,T047,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
98,"Gait Disorders, Neurologic",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020233,T047,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
99,"Gait Disorders, Neurologic",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020233,T047,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
100,"Gait Disorders, Neurologic",Finding,http://purl.bioontology.org/ontology/MESH/D020233,T033,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
101,"Gait Disorders, Neurologic",Finding,http://purl.bioontology.org/ontology/MESH/D020233,T033,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
102,"Gait Disorders, Neurologic",Finding,http://purl.bioontology.org/ontology/MESH/D020233,T033,"Gait, Spastic|Scissors Gait|Charcot Gait|Neurologic Locomotion Disorder|Gait, Broadened|Duck Gait|Unsteady Gait|Charcot Gaits|Neurologic Ambulation Disorder|Neurologic Gait Disorder|Festinating Gait|Gait, Drop Foot|Gait, Widebased|Neurologic Locomotion Disorders|Gait, Unsteady|Gait, Hemiplegic|Gait, Rigid|Hysterical Gait|Charcots Gait|Neurologic Gait Dysfunction|Spastic Gait|Widebased Gait|Drop Foot Gait|Gait Disorder, Neurologic|Sensorimotor Gait Disorder|Gait Dysfunction, Neurologic|Gait Disorder, Sensorimotor|Gait, Stumbling|Neurologic Ambulation Disorders|Gait, Charcot's|Broadened Gait|Rigid Gait|Gait, Athetotic|Locomotion Disorder, Neurologic|Ambulation Disorder, Neurologic|Reeling Gait|Gait, Hysterical|Athetotic Gait|Frontal Gait|Rapid Fatigue of Gait|Gait, Reeling|Ambulation Disorders, Neurologic|Neurologic Gait Dysfunctions|Foot Gait, Drop|Locomotion Disorders, Neurologic|Gait, Charcot|Sensorimotor Gait Disorders|Gait, Frontal|Hemiplegic Gait|Shuffling Gaits|Gait, Scissors|Gait Disorders, Sensorimotor|Gait, Duck|Neurologic Gait Disorders|Marche a Petit Pas|Stumbling Gait|Charcot's Gait|Shuffling Gait|Gait, Festinating|Gaits, Charcot|Gait Dysfunctions, Neurologic|Gait, Shuffling",http://purl.bioontology.org/ontology/MESH/D009461,C0231689|C0751829|C0751831|C0231688|C0427177|C0427128|C0231712|C0231696|C0427149|C0337210|C0751830|C0231694|C0231686|C0427169|C0231693|C0231687|C0235000|C0231695|C0231698|C0751832|C0234996,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373292|T373298|T373291|T373311|T373290|T358402|T373288|T373293|T373295|T373303|T373299|T373307|T373297|T373304|T373312|T373305|T373310|T373289|T373308|T373296|T373301|T373302|T373313|T373287|T373300|T373306|T373309|T373294,D020233
