,Gene name,Gene type,Gene description
4544,LINC01739,lncRNA,long intergenic non-protein coding RNA 1739 [Source:HGNC Symbol;Acc:HGNC:52527]
4545,,lncRNA,"novel transcript, antisense to GZMB"
4546,,lncRNA,"novel transcript, antisense to GSE1"
4547,,lncRNA,"novel transcript, antisense to FAM205C"
4548,WDR5-DT,lncRNA,WDR5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55141]
4549,,lncRNA,"novel transcript, antisense to PLXNC1"
4550,,lncRNA,"novel transcript, antisense to SYMPK"
4551,LINC02410,lncRNA,long intergenic non-protein coding RNA 2410 [Source:HGNC Symbol;Acc:HGNC:53339]
4552,,lncRNA,"novel transcript, antisense to CTDSP2"
4553,RNU6-1306P,snRNA,"RNA, U6 small nuclear 1306, pseudogene [Source:HGNC Symbol;Acc:HGNC:48269]"
4554,,lncRNA,"novel transcript, antisense to EFCAB10"
4555,,lncRNA,"novel transcript, antisense to PON2"
4556,LINC01787,lncRNA,long intergenic non-protein coding RNA 1787 [Source:HGNC Symbol;Acc:HGNC:52576]
4557,,lncRNA,"novel transcript, antisense to PDE7B"
4558,,lncRNA,"novel transcript, antisense OGFRL1"
4559,LINC01708,lncRNA,long intergenic non-protein coding RNA 1708 [Source:HGNC Symbol;Acc:HGNC:52496]
4560,LINC02787,lncRNA,long intergenic non-protein coding RNA 2787 [Source:HGNC Symbol;Acc:HGNC:54308]
4561,,lncRNA,"novel transcript, antisense to CCBE1"
4562,ARLNC1,lncRNA,androgen receptor regulated long noncoding RNA 1 [Source:HGNC Symbol;Acc:HGNC:53032]
4563,LINC01509,lncRNA,long intergenic non-protein coding RNA 1509 [Source:HGNC Symbol;Acc:HGNC:51193]
4564,MIR769,miRNA,microRNA 769 [Source:HGNC Symbol;Acc:HGNC:33138]
4565,RNA5SP388,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 388 [Source:HGNC Symbol;Acc:HGNC:43288]"
4566,,lncRNA,"novel transcript, antisense to NRXN3"
4567,,lncRNA,"novel transcript, sense intronic to NRXN3"
4568,RNU6-921P,snRNA,"RNA, U6 small nuclear 921, pseudogene [Source:HGNC Symbol;Acc:HGNC:47884]"
4569,ACTN1-DT,lncRNA,ACTN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:20131]
4570,,lncRNA,"novel transcript, antisense to SIX5"
4571,DM1-AS,lncRNA,DM1 locus antisense RNA [Source:HGNC Symbol;Acc:HGNC:53125]
4572,MIR4664,miRNA,microRNA 4664 [Source:HGNC Symbol;Acc:HGNC:41777]
4573,LINC01081,lncRNA,long intergenic non-protein coding RNA 1081 [Source:HGNC Symbol;Acc:HGNC:49124]
4574,RNU6-45P,snRNA,"RNA, U6 small nuclear 45, pseudogene [Source:HGNC Symbol;Acc:HGNC:34289]"
4575,,lncRNA,"novel transcript, antisense to CNTNAP5"
4576,TBC1D8-AS1,lncRNA,TBC1D8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52782]
4577,,lncRNA,"novel transcript, antisense to RWDD3"
4578,LINC02868,lncRNA,long intergenic non-protein coding RNA 2868 [Source:HGNC Symbol;Acc:HGNC:32040]
4579,LINC01789,lncRNA,long intergenic non-protein coding RNA 1789 [Source:HGNC Symbol;Acc:HGNC:52578]
4580,MIR6819,miRNA,microRNA 6819 [Source:HGNC Symbol;Acc:HGNC:50155]
4581,LINC01753,lncRNA,long intergenic non-protein coding RNA 1753 [Source:HGNC Symbol;Acc:HGNC:52541]
4582,,lncRNA,"novel transcript, antisense to ANKRD54and MYH9"
4583,MYH9-DT,lncRNA,MYH9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55867]
4584,DPYD-AS1,lncRNA,DPYD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40195]
4585,,lncRNA,"novel transcript, antisense to MACROD1"
4586,LINC01676,lncRNA,long intergenic non-protein coding RNA 1676 [Source:HGNC Symbol;Acc:HGNC:52464]
4587,LINC01020,lncRNA,long intergenic non-protein coding RNA 1020 [Source:HGNC Symbol;Acc:HGNC:27968]
4588,RNA5SP279,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 279 [Source:HGNC Symbol;Acc:HGNC:43179]"
4589,LINC02233,lncRNA,long intergenic non-protein coding RNA 2233 [Source:HGNC Symbol;Acc:HGNC:53104]
4590,MIR4665,miRNA,microRNA 4665 [Source:HGNC Symbol;Acc:HGNC:41696]
4591,RNU6-1073P,snRNA,"RNA, U6 small nuclear 1073, pseudogene [Source:HGNC Symbol;Acc:HGNC:48036]"
4592,MIR101-2,miRNA,microRNA 101-2 [Source:HGNC Symbol;Acc:HGNC:31489]
4593,RNU2-47P,snRNA,"RNA, U2 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:48540]"
4594,RN7SL98P,misc_RNA,"RNA, 7SL, cytoplasmic 98, pseudogene [Source:HGNC Symbol;Acc:HGNC:46114]"
4595,RNU6-246P,snRNA,"RNA, U6 small nuclear 246, pseudogene [Source:HGNC Symbol;Acc:HGNC:47209]"
4596,RN7SL123P,misc_RNA,"RNA, 7SL, cytoplasmic 123, pseudogene [Source:HGNC Symbol;Acc:HGNC:46139]"
4597,SCARNA8,scaRNA,small Cajal body-specific RNA 8 [Source:HGNC Symbol;Acc:HGNC:32564]
4598,RNU6-264P,snRNA,"RNA, U6 small nuclear 264, pseudogene [Source:HGNC Symbol;Acc:HGNC:47227]"
4599,LINC01525,lncRNA,long intergenic non-protein coding RNA 1525 [Source:HGNC Symbol;Acc:HGNC:51264]
4600,RNU6-319P,snRNA,"RNA, U6 small nuclear 319, pseudogene [Source:HGNC Symbol;Acc:HGNC:47282]"
4601,RN7SL720P,misc_RNA,"RNA, 7SL, cytoplasmic 720, pseudogene [Source:HGNC Symbol;Acc:HGNC:46736]"
4602,RNU6-14P,snRNA,"RNA, U6 small nuclear 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:34258]"
4603,RN7SKP120,misc_RNA,RN7SK pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:45844]
4604,RN7SL25P,misc_RNA,"RNA, 7SL, cytoplasmic 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:46041]"
4605,RN7SL849P,misc_RNA,"RNA, 7SL, cytoplasmic 849, pseudogene [Source:HGNC Symbol;Acc:HGNC:46865]"
4606,RMRPP5,ribozyme,RNA component of mitochondrial RNA processing endoribonuclease pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:47035]
4607,MIR4475,miRNA,microRNA 4475 [Source:HGNC Symbol;Acc:HGNC:41697]
4608,MIR4540,miRNA,microRNA 4540 [Source:HGNC Symbol;Acc:HGNC:41670]
4609,MIR4476,miRNA,microRNA 4476 [Source:HGNC Symbol;Acc:HGNC:41793]
4610,RNU6-677P,snRNA,"RNA, U6 small nuclear 677, pseudogene [Source:HGNC Symbol;Acc:HGNC:47640]"
4611,RNA5SP530,rRNA,"RNA, 5S ribosomal pseudogene 530 [Source:HGNC Symbol;Acc:HGNC:53799]"
4612,RN7SL565P,misc_RNA,"RNA, 7SL, cytoplasmic 565, pseudogene [Source:HGNC Symbol;Acc:HGNC:46581]"
4613,MIR4477A,miRNA,microRNA 4477a [Source:HGNC Symbol;Acc:HGNC:41859]
4614,RN7SL343P,misc_RNA,"RNA, 7SL, cytoplasmic 343, pseudogene [Source:HGNC Symbol;Acc:HGNC:46359]"
4615,RNA5SP283,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 283 [Source:HGNC Symbol;Acc:HGNC:43183]"
4616,RN7SL462P,misc_RNA,"RNA, 7SL, cytoplasmic 462, pseudogene [Source:HGNC Symbol;Acc:HGNC:46478]"
4617,RNU6-1293P,snRNA,"RNA, U6 small nuclear 1293, pseudogene [Source:HGNC Symbol;Acc:HGNC:48256]"
4618,RNU2-5P,snRNA,"RNA, U2 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10155]"
4619,RN7SL570P,misc_RNA,"RNA, 7SL, cytoplasmic 570, pseudogene [Source:HGNC Symbol;Acc:HGNC:46586]"
4620,RNA5SP285,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 285 [Source:HGNC Symbol;Acc:HGNC:43185]"
4621,RNA5SP286,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 286 [Source:HGNC Symbol;Acc:HGNC:43186]"
4622,RN7SKP47,misc_RNA,RN7SK pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:45771]
4623,RNU6-445P,snRNA,"RNA, U6 small nuclear 445, pseudogene [Source:HGNC Symbol;Acc:HGNC:47408]"
4624,RN7SL422P,misc_RNA,"RNA, 7SL, cytoplasmic 422, pseudogene [Source:HGNC Symbol;Acc:HGNC:46438]"
4625,KIAA1671-AS1,lncRNA,KIAA1671 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41238]
4626,RN7SKP59,misc_RNA,RN7SK pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:45783]
4627,RNU6-1303P,snRNA,"RNA, U6 small nuclear 1303, pseudogene [Source:HGNC Symbol;Acc:HGNC:48266]"
4628,RN7SKP242,misc_RNA,RN7SK pseudogene 242 [Source:HGNC Symbol;Acc:HGNC:45966]
4629,RNU4-15P,snRNA,"RNA, U4 small nuclear 15, pseudogene [Source:HGNC Symbol;Acc:HGNC:46951]"
4630,RNU2-36P,snRNA,"RNA, U2 small nuclear 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:48529]"
4631,RNU4-29P,snRNA,"RNA, U4 small nuclear 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:46965]"
4632,RN7SKP264,misc_RNA,RN7SK pseudogene 264 [Source:HGNC Symbol;Acc:HGNC:45988]
4633,RNU6-1228P,snRNA,"RNA, U6 small nuclear 1228, pseudogene [Source:HGNC Symbol;Acc:HGNC:48191]"
4634,MIR4290,miRNA,microRNA 4290 [Source:HGNC Symbol;Acc:HGNC:38360]
4635,MIR3910-1,miRNA,microRNA 3910-1 [Source:HGNC Symbol;Acc:HGNC:38966]
4636,MIR3910-2,miRNA,microRNA 3910-2 [Source:HGNC Symbol;Acc:HGNC:38952]
4637,MIR4291,miRNA,microRNA 4291 [Source:HGNC Symbol;Acc:HGNC:38267]
4638,MIR4289,miRNA,microRNA 4289 [Source:HGNC Symbol;Acc:HGNC:38278]
4639,RN7SKP87,misc_RNA,RN7SK pseudogene 87 [Source:HGNC Symbol;Acc:HGNC:45811]
4640,RNU6-996P,snRNA,"RNA, U6 small nuclear 996, pseudogene [Source:HGNC Symbol;Acc:HGNC:47959]"
4641,RNU6-329P,snRNA,"RNA, U6 small nuclear 329, pseudogene [Source:HGNC Symbol;Acc:HGNC:47292]"
4642,RNU6-492P,snRNA,"RNA, U6 small nuclear 492, pseudogene [Source:HGNC Symbol;Acc:HGNC:47455]"
4643,RNA5SP291,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 291 [Source:HGNC Symbol;Acc:HGNC:43191]"
4644,RN7SL659P,misc_RNA,"RNA, 7SL, cytoplasmic 659, pseudogene [Source:HGNC Symbol;Acc:HGNC:46675]"
4645,RNU6-1064P,snRNA,"RNA, U6 small nuclear 1064, pseudogene [Source:HGNC Symbol;Acc:HGNC:48027]"
4646,MIR7702,miRNA,microRNA 7702 [Source:HGNC Symbol;Acc:HGNC:50216]
4647,RNU6-855P,snRNA,"RNA, U6 small nuclear 855, pseudogene [Source:HGNC Symbol;Acc:HGNC:47818]"
4648,RNA5SP293,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 293 [Source:HGNC Symbol;Acc:HGNC:43193]"
4649,MIR3927,miRNA,microRNA 3927 [Source:HGNC Symbol;Acc:HGNC:38901]
4650,RNU6-432P,snRNA,"RNA, U6 small nuclear 432, pseudogene [Source:HGNC Symbol;Acc:HGNC:47395]"
4651,RNY4P18,misc_RNA,RNY4 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:34068]
4652,RNA5SP294,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 294 [Source:HGNC Symbol;Acc:HGNC:43194]"
4653,RN7SL57P,misc_RNA,"RNA, 7SL, cytoplasmic 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:46073]"
4654,RNA5SP295,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 295 [Source:HGNC Symbol;Acc:HGNC:43195]"
4655,RN7SL430P,misc_RNA,"RNA, 7SL, cytoplasmic 430, pseudogene [Source:HGNC Symbol;Acc:HGNC:46446]"
4656,MIR147A,miRNA,microRNA 147a [Source:HGNC Symbol;Acc:HGNC:31534]
4657,RNU6-710P,snRNA,"RNA, U6 small nuclear 710, pseudogene [Source:HGNC Symbol;Acc:HGNC:47673]"
4658,RNU4-82P,snRNA,"RNA, U4 small nuclear 82, pseudogene [Source:HGNC Symbol;Acc:HGNC:47018]"
4659,RN7SL302P,misc_RNA,"RNA, 7SL, cytoplasmic 302, pseudogene [Source:HGNC Symbol;Acc:HGNC:46318]"
4660,RNU6-1039P,snRNA,"RNA, U6 small nuclear 1039, pseudogene [Source:HGNC Symbol;Acc:HGNC:48002]"
4661,MIR455,miRNA,microRNA 455 [Source:HGNC Symbol;Acc:HGNC:32344]
4662,MIR181A2,miRNA,microRNA 181a-2 [Source:HGNC Symbol;Acc:HGNC:31549]
4663,MIR181B2,miRNA,microRNA 181b-2 [Source:HGNC Symbol;Acc:HGNC:31551]
4664,NRON,misc_RNA,non-coding repressor of NFAT [Source:HGNC Symbol;Acc:HGNC:37079]
4665,RN7SL30P,misc_RNA,"RNA, 7SL, cytoplasmic 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:46046]"
4666,RNU5D-2P,snRNA,"RNA, U5D small nuclear 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:42534]"
4667,RNU6ATAC,snRNA,"RNA, U6atac small nuclear [Source:HGNC Symbol;Acc:HGNC:34017]"
4668,MIR4669,miRNA,microRNA 4669 [Source:HGNC Symbol;Acc:HGNC:41558]
4669,MIR602,miRNA,microRNA 602 [Source:HGNC Symbol;Acc:HGNC:32858]
4670,RNU6-785P,snRNA,"RNA, U6 small nuclear 785, pseudogene [Source:HGNC Symbol;Acc:HGNC:47748]"
4671,SEMA5A-AS1,lncRNA,SEMA5A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52973]
4672,LINC02836,lncRNA,long intergenic non-protein coding RNA 2836 [Source:HGNC Symbol;Acc:HGNC:54370]
4673,LINC02504,lncRNA,long intergenic non-protein coding RNA 2504 [Source:HGNC Symbol;Acc:HGNC:53493]
4674,LINC02121,lncRNA,long intergenic non-protein coding RNA 2121 [Source:HGNC Symbol;Acc:HGNC:52977]
4675,,lncRNA,"novel transcript, antisense to SULF2"
4676,RNU7-173P,snRNA,"RNA, U7 small nuclear 173 pseudogene [Source:HGNC Symbol;Acc:HGNC:45707]"
4677,RNA5SP486,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 486 [Source:HGNC Symbol;Acc:HGNC:43386]"
4678,RNU7-92P,snRNA,"RNA, U7 small nuclear 92 pseudogene [Source:HGNC Symbol;Acc:HGNC:45626]"
4679,ING2-DT,lncRNA,ING2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55723]
4680,LINC02477,lncRNA,long intergenic non-protein coding RNA 2477 [Source:HGNC Symbol;Acc:HGNC:53425]
4681,RN7SKP26,misc_RNA,RN7SK pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:45750]
4682,RNY4P37,misc_RNA,RNY4 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:50885]
4683,LINC01650,lncRNA,long intergenic non-protein coding RNA 1650 [Source:HGNC Symbol;Acc:HGNC:52437]
4684,LINC02509,lncRNA,long intergenic non-protein coding RNA 2509 [Source:HGNC Symbol;Acc:HGNC:53498]
4685,SPCS3-AS1,lncRNA,SPCS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54818]
4686,LINC01776,lncRNA,long intergenic non-protein coding RNA 1776 [Source:HGNC Symbol;Acc:HGNC:52566]
4687,RN7SL712P,misc_RNA,"RNA, 7SL, cytoplasmic 712, pseudogene [Source:HGNC Symbol;Acc:HGNC:46728]"
4688,CNTNAP5-DT,lncRNA,CNTNAP5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55794]
4689,,lncRNA,"novel transcript, antisense to CMSS1"
4690,PIN1-DT,lncRNA,PIN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55303]
4691,BICRA-AS1,lncRNA,BICRA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51588]
4692,MIR937,miRNA,microRNA 937 [Source:HGNC Symbol;Acc:HGNC:33680]
4693,,lncRNA,"novel transcript, antisense to PUF60"
4694,,lncRNA,"novel transcript, sense overlapping NRBP2 3' UTR"
4695,LINC02408,lncRNA,long intergenic non-protein coding RNA 2408 [Source:HGNC Symbol;Acc:HGNC:53337]
4696,LINC01227,lncRNA,long intergenic non-protein coding RNA 1227 [Source:HGNC Symbol;Acc:HGNC:49680]
4697,,lncRNA,"novel transcript, antisense to KIAA1609"
4698,WWC2-AS2,lncRNA,WWC2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26390]
4699,CFAP20DC-AS1,lncRNA,CFAP20DC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41063]
4700,MIR6845,miRNA,microRNA 6845 [Source:HGNC Symbol;Acc:HGNC:49956]
4701,,lncRNA,"Novel transcript, antisense to NRBP2"
4702,MIR661,miRNA,microRNA 661 [Source:HGNC Symbol;Acc:HGNC:32917]
4703,SNORA65,snoRNA,"small nucleolar RNA, H/ACA box 65 [Source:HGNC Symbol;Acc:HGNC:10222]"
4704,SNORD23,snoRNA,"small nucleolar RNA, C/D box 23 [Source:HGNC Symbol;Acc:HGNC:32718]"
4705,NOP53-AS1,lncRNA,NOP53 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51587]
4706,SNORD27,snoRNA,Small nucleolar RNA SNORD27 [Source:RFAM;Acc:RF00086]
4707,RNU6-1278P,snRNA,"RNA, U6 small nuclear 1278, pseudogene [Source:HGNC Symbol;Acc:HGNC:48241]"
4708,LINC01273,lncRNA,long intergenic non-protein coding RNA 1273 [Source:HGNC Symbol;Acc:HGNC:50329]
4709,,lncRNA,"novel transcript, sense intronic to ZNF814"
4710,LINC01046,lncRNA,long intergenic non-protein coding RNA 1046 [Source:HGNC Symbol;Acc:HGNC:49040]
4711,CEBPB-AS1,lncRNA,CEBPB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51226]
4712,LINC01943,lncRNA,long intergenic non-protein coding RNA 1943 [Source:HGNC Symbol;Acc:HGNC:52767]
4713,IRS4-AS1,lncRNA,IRS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55650]
4714,RNA5SP25,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:42601]"
4715,ZDHHC20-IT1,lncRNA,ZDHHC20 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:39900]
4716,,lncRNA,"novel transcript, antisense to SERPINA9"
4717,CALCRL-AS1,lncRNA,CALCRL and TFPI antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55863]
4718,RN7SL636P,misc_RNA,"RNA, 7SL, cytoplasmic 636, pseudogene [Source:HGNC Symbol;Acc:HGNC:46652]"
4719,,lncRNA,"novel transcript, antisense to DAPL1"
4720,LINC02500,lncRNA,long intergenic non-protein coding RNA 2500 [Source:HGNC Symbol;Acc:HGNC:53488]
4721,LINC02382,lncRNA,long intergenic non-protein coding RNA 2382 [Source:HGNC Symbol;Acc:HGNC:53305]
4722,PCGEM1,lncRNA,PCGEM1 prostate-specific transcript [Source:HGNC Symbol;Acc:HGNC:30145]
4723,LINC01945,lncRNA,long intergenic non-protein coding RNA 1945 [Source:HGNC Symbol;Acc:HGNC:52769]
4724,RNU6-59P,snRNA,"RNA, U6 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:42549]"
4725,MIR4750,miRNA,microRNA 4750 [Source:HGNC Symbol;Acc:HGNC:41765]
4726,RN7SL766P,misc_RNA,"RNA, 7SL, cytoplasmic 766, pseudogene [Source:HGNC Symbol;Acc:HGNC:46782]"
4727,LINC00424,lncRNA,long intergenic non-protein coding RNA 424 [Source:HGNC Symbol;Acc:HGNC:42815]
4728,RN7SL672P,misc_RNA,"RNA, 7SL, cytoplasmic 672, pseudogene [Source:HGNC Symbol;Acc:HGNC:46688]"
4729,,lncRNA,"novel transcript, antisense to PTPN1"
4730,MIR645,miRNA,microRNA 645 [Source:HGNC Symbol;Acc:HGNC:32901]
4731,MIR1302-5,miRNA,microRNA 1302-5 [Source:HGNC Symbol;Acc:HGNC:35297]
4732,LINC01271,lncRNA,long intergenic non-protein coding RNA 1271 [Source:HGNC Symbol;Acc:HGNC:50327]
4733,,lncRNA,"novel transcript, antisense to SLC7A5"
4734,ATP2C2-AS1,lncRNA,ATP2C2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53167]
4735,LINC01205,lncRNA,long intergenic non-protein coding RNA 1205 [Source:HGNC Symbol;Acc:HGNC:49636]
4736,NXT1-AS1,lncRNA,NXT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40734]
4737,,lncRNA,"novel transcript, sense intronic to KLHDC4"
4738,MIR3911,miRNA,microRNA 3911 [Source:HGNC Symbol;Acc:HGNC:38962]
4739,SAMMSON,lncRNA,survival associated mitochondrial melanoma specific oncogenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:49644]
4740,MIR4751,miRNA,microRNA 4751 [Source:HGNC Symbol;Acc:HGNC:41819]
4741,,lncRNA,"novel transcript, antisense to CCT6B"
4742,DAAM2-AS1,lncRNA,DAAM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40830]
4743,RARA-AS1,lncRNA,RARA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49577]
4744,RNU6-72P,snRNA,"RNA, U6 small nuclear 72, pseudogene [Source:HGNC Symbol;Acc:HGNC:42562]"
4745,MIR3165,miRNA,microRNA 3165 [Source:HGNC Symbol;Acc:HGNC:38335]
4746,RNA5SP479,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 479 [Source:HGNC Symbol;Acc:HGNC:43379]"
4747,MIR6846,miRNA,microRNA 6846 [Source:HGNC Symbol;Acc:HGNC:50026]
4748,MIR6847,miRNA,microRNA 6847 [Source:HGNC Symbol;Acc:HGNC:50022]
4749,LINC01796,lncRNA,long intergenic non-protein coding RNA 1796 [Source:HGNC Symbol;Acc:HGNC:52586]
4750,PRICKLE2-AS1,lncRNA,PRICKLE2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40916]
4751,EOGT-DT,lncRNA,EOGT divergent transcript [Source:HGNC Symbol;Acc:HGNC:55605]
4752,MIR4277,miRNA,microRNA 4277 [Source:HGNC Symbol;Acc:HGNC:38367]
4753,RN7SKP73,misc_RNA,RN7SK pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:45797]
4754,MIR4458,miRNA,microRNA 4458 [Source:HGNC Symbol;Acc:HGNC:41674]
4755,RNU1-76P,snRNA,"RNA, U1 small nuclear 76, pseudogene [Source:HGNC Symbol;Acc:HGNC:48418]"
4756,SNORD123,snoRNA,"small nucleolar RNA, C/D box 123 [Source:HGNC Symbol;Acc:HGNC:33562]"
4757,RNA5SP177,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 177 [Source:HGNC Symbol;Acc:HGNC:43077]"
4758,RNA5SP176,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 176 [Source:HGNC Symbol;Acc:HGNC:43076]"
4759,MIR4636,miRNA,microRNA 4636 [Source:HGNC Symbol;Acc:HGNC:41798]
4760,MIR887,miRNA,microRNA 887 [Source:HGNC Symbol;Acc:HGNC:33661]
4761,RNU6-679P,snRNA,"RNA, U6 small nuclear 679, pseudogene [Source:HGNC Symbol;Acc:HGNC:47642]"
4762,RN7SKP133,misc_RNA,RN7SK pseudogene 133 [Source:HGNC Symbol;Acc:HGNC:45857]
4763,RNA5SP179,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 179 [Source:HGNC Symbol;Acc:HGNC:43079]"
4764,RNA5SP178,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 178 [Source:HGNC Symbol;Acc:HGNC:43078]"
4765,RNU6-660P,snRNA,"RNA, U6 small nuclear 660, pseudogene [Source:HGNC Symbol;Acc:HGNC:47623]"
4766,RN7SL58P,misc_RNA,"RNA, 7SL, cytoplasmic 58, pseudogene [Source:HGNC Symbol;Acc:HGNC:46074]"
4767,RNA5SP180,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:43080]"
4768,RNU6-1003P,snRNA,"RNA, U6 small nuclear 1003, pseudogene [Source:HGNC Symbol;Acc:HGNC:47966]"
4769,LINC00400,lncRNA,long intergenic non-protein coding RNA 400 [Source:HGNC Symbol;Acc:HGNC:42729]
4770,SNORD81,snoRNA,Small nucleolar RNA SNORD81 [Source:RFAM;Acc:RF00136]
4771,RNU4-43P,snRNA,"RNA, U4 small nuclear 43, pseudogene [Source:HGNC Symbol;Acc:HGNC:46979]"
4772,RNU6-374P,snRNA,"RNA, U6 small nuclear 374, pseudogene [Source:HGNC Symbol;Acc:HGNC:47337]"
4773,RN7SKP207,misc_RNA,RN7SK pseudogene 207 [Source:HGNC Symbol;Acc:HGNC:45931]
4774,RNU6-1079P,snRNA,"RNA, U6 small nuclear 1079, pseudogene [Source:HGNC Symbol;Acc:HGNC:48042]"
4775,RNU6-378P,snRNA,"RNA, U6 small nuclear 378, pseudogene [Source:HGNC Symbol;Acc:HGNC:47341]"
4776,MIR579,miRNA,microRNA 579 [Source:HGNC Symbol;Acc:HGNC:32835]
4777,SNORD29,snoRNA,Small nucleolar RNA SNORD29 [Source:RFAM;Acc:RF00070]
4778,RNU6-738P,snRNA,"RNA, U6 small nuclear 738, pseudogene [Source:HGNC Symbol;Acc:HGNC:47701]"
4779,RNU6-358P,snRNA,"RNA, U6 small nuclear 358, pseudogene [Source:HGNC Symbol;Acc:HGNC:47321]"
4780,RNU6-760P,snRNA,"RNA, U6 small nuclear 760, pseudogene [Source:HGNC Symbol;Acc:HGNC:47723]"
4781,,lncRNA,"novel transcript, antisense to BOC"
4782,MIR4279,miRNA,microRNA 4279 [Source:HGNC Symbol;Acc:HGNC:38195]
4783,RNU6-909P,snRNA,"RNA, U6 small nuclear 909, pseudogene [Source:HGNC Symbol;Acc:HGNC:47872]"
4784,RNU6-1190P,snRNA,"RNA, U6 small nuclear 1190, pseudogene [Source:HGNC Symbol;Acc:HGNC:48153]"
4785,RNU6-484P,snRNA,"RNA, U6 small nuclear 484, pseudogene [Source:HGNC Symbol;Acc:HGNC:47447]"
4786,MIR3650,miRNA,microRNA 3650 [Source:HGNC Symbol;Acc:HGNC:38981]
4787,RNU7-130P,snRNA,"RNA, U7 small nuclear 130 pseudogene [Source:HGNC Symbol;Acc:HGNC:45664]"
4788,SNORA63,snoRNA,Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]
4789,RNU1-150P,snRNA,"RNA, U1 small nuclear 150, pseudogene [Source:HGNC Symbol;Acc:HGNC:48492]"
4790,RNU6-480P,snRNA,"RNA, U6 small nuclear 480, pseudogene [Source:HGNC Symbol;Acc:HGNC:47443]"
4791,RNU6-1296P,snRNA,"RNA, U6 small nuclear 1296, pseudogene [Source:HGNC Symbol;Acc:HGNC:48259]"
4792,RN7SL383P,misc_RNA,"RNA, 7SL, cytoplasmic 383, pseudogene [Source:HGNC Symbol;Acc:HGNC:46399]"
