gwas_trait,mesh,similarity
Phosphatidylcholine-O(36:3)_M+H]1+/Phosphatidylcholine-P(36:2)_M+H]1+ levels,Lysophosphatidylcholines,0.8432050347328186
Phosphatidylcholine-O_44:5_[M+H]1+/Phosphatidylcholine-P_44:4_[M+H]1+ levels,Class II Phosphatidylinositol 3-Kinases,0.8017478585243225
Phosphatidylcholine-O(34:3)_[M+H]1+/Phosphatidylethanolamine-P(37:2)_[M+H]1+ levels,Lysophosphatidylcholines,0.8346428275108337
Phosphatidylcholine-O(36:1)_[M+H]1+/Phosphatidylethanolamine-O(39:1)_[M+H]1+/Phosphatidylcholine-P(36:0)_[M+H]1+ levels,Lysophosphatidylcholines,0.7905653715133667
Phosphatidylcholine-O(36:4)_[M+H]1+/Phosphatidylcholine-P(36:3)_[M+H]1+ levels,Lysophosphatidylcholines,0.8212582468986511
Phosphatidylcholine-O(36:5)_[M+H]1+/Phosphatidylcholine-P(36:4)_[M+H]1+ levels,Lysophosphatidylcholines,0.8213322758674622
Phosphatidylcholine(33:3)_[M+H]1+/Phosphatidylethanolamine(36:3)_[M+H]1+/Phosphatidate(38:4)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8132355213165283
Phosphatidylcholine(36:3)_[M+H]1+/Phosphatidylethanolamine(39:3)_[M+H]1+/Phosphatidate(41:4)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8119611144065857
Phosphatidylcholine(36:3)_[M+OAc]1-/Phosphatidylserine(40:2)_[M-H]1- levels,Lysophosphatidylcholines,0.8474593162536621
Phosphatidylcholine(36:5)_[M+OAc]1-/Phosphatidylserine(40:4)_[M-H]1- levels,Lysophosphatidylcholines,0.8498653173446655
Phosphatidylcholine(37:4)_[M+H]1+/Phosphatidylethanolamine(40:3)_[M+H]1+ levels,Lysophosphatidylcholines,0.8316362500190735
Phosphatidylcholine(36:4)_[M+H]1+/Phosphatidylethanolamine(39:4)_[M+H]1+/Phosphatidate(41:5)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8118114471435547
Cholesteryl ester_22:6_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8383610844612122
Cholesteryl ester(14:0)_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8505438566207886
Cholesteryl ester(16:0)_[M+NH4]1+ levels,"Amino Acids, Dicarboxylic",0.8491901159286499
Cholesteryl ester(16:1)_[M+NH4]1+ levels,"Amino Acids, Dicarboxylic",0.8457403779029846
Cholesteryl ester(18:0)_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8503139019012451
Cholesteryl ester(18:1)_[M+NH4]1+ levels,"Amino Acids, Dicarboxylic",0.8463005423545837
Cholesteryl ester(17:1)_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8460908532142639
Cognitive aspects of educational attainment,Adolescent Nutritional Physiological Phenomena,0.8308182954788208
Intestinal permeability measurement,Intestinal Absorption,0.8725042343139648
Skin and soft tissue infections,"Hand, Foot and Mouth Disease",0.869875431060791
Psoriasis or type 2 diabetes (trans-disease meta-analysis),"Diabetes Mellitus, Lipoatrophic",0.8841878175735474
Psoriasis or type 2 diabetes (trans-disease meta-analysis)(opposite effect),"Diabetes Mellitus, Lipoatrophic",0.8786760568618774
Risky substance use,Alcohol Drinking,0.8544915318489075
Psychiatric symptomatology,Anxiety Disorders,0.8604764342308044
Psychiatric symptomatology and risky substance use,Anxiety Disorders,0.8368493318557739
Pneumonia,Steatorrhea,0.8607844710350037
Thoracic aortic aneurysms,Heart Aneurysm,0.8956587910652161
Phosphatidylcholine_38:3_[M+H]1+/Phosphatidylethanolamine_41:3_[M+H]1+/Phosphatidate_43:4_[M+NH4]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8181149363517761
Phosphatidylcholine_38:5_[M+H]1+/Phosphatidylethanolamine_41:5_[M+H]1+/Phosphatidate_43:6_[M+NH4]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8147239089012146
Phosphatidylcholine_38:2_[M+H]1+/Phosphatidylethanolamine_41:2_[M+H]1+ levels,Catecholamine Plasma Membrane Transport Proteins,0.8144490122795105
Phosphatidylcholine_38:6_[M+H]1+/Phosphatidylethanolamine_41:6_[M+H]1+ levels,Catecholamine Plasma Membrane Transport Proteins,0.8134884238243103
Phosphatidylcholine_37:5_[M+H]1+/Phosphatidylethanolamine_40:5_[M+H]1+/Phosphatidate_42:6_[M+NH4]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8142270445823669
Phosphatidylcholine_37:6_[M+H]1+/Phosphatidylethanolamine_40:6_[M+H]1+/Phosphatidate_42:7_[M+NH4]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8133289813995361
Phosphatidylcholine_39:6_[M+OAc]1- levels,Lysophosphatidylcholines,0.8647549748420715
Phosphatidylcholine_40:4_[M+H]1+/Phosphatidylethanolamine_43:4_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8173155188560486
Phosphatidylcholine_40:5_[M+H]1+ levels,Lysophosphatidylcholines,0.8731947541236877
Phosphatidylcholine_40:6_[M+H]1+/Phosphatidylethanolamine_43:6_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8131046295166016
Phosphatidylcholine-O(40:6)_[M+H]1+/Phosphatidylcholine-P(40:5)_[M+H]1+ levels,Lysophosphatidylcholines,0.8209350109100342
White blood cell count (lymphocyte),"Anemia, Macrocytic",0.8473513126373291
Phosphatidylcholine-O(40:5)_[M+H]1+/Phosphatidylcholine-P(40:4)_[M+H]1+ levels,Lysophosphatidylcholines,0.8223533034324646
Phosphatidylcholine(34:2)_[M+H]1+/Phosphatidylethanolamine(37:2)_[M+H]1+/Phosphatidate(39:3)_[M+NH4]1+ levels,Lysophosphatidylcholines,0.8057449460029602
Phosphatidylcholine(35:1)_[M+H]1+/Phosphatidylethanolamine(38:1)_[M+H]1+/Phosphatidate(40:2)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8031453490257263
Phosphatidylcholine(35:3)_[M+H]1+/Phosphatidylethanolamine(38:3)_[M+H]1+/Phosphatidate(40:4)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8108581304550171
Cholesteryl ester_15:0_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8426306843757629
Cholesteryl ester_16:0_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8378687500953674
Cholesteryl ester_16:1_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8361718058586121
Cholesteryl ester_20:3_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8359067440032959
Cholesteryl ester_20:5_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8406023979187012
Cholesteryl ester_17:0_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8401533961296082
Cholesteryl ester_17:1_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.838066816329956
Cholesteryl ester_18:0_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8400838971138
Cholesteryl ester_18:1_[M+NH4]1+ levels,Cholesterol 7-alpha-Hydroxylase,0.8379024863243103
Cholesteryl ester_18:2_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8379131555557251
Cholesteryl ester_18:3_[M+NH4]1+ levels,Cholesterol 7-alpha-Hydroxylase,0.8372483253479004
Cholesteryl ester_22:5_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8407179117202759
Cholesterol_[M+H-H2O]1+ levels,Glycogen Debranching Enzyme System,0.8453454375267029
Cholesteryl ester_14:0_[M+NH4]1+ levels,Lysergic Acid Diethylamide,0.8407481908798218
Ultradistal forearm bone mineral density,Metabolic Clearance Rate,0.8348032236099243
N6-methyllysine levels,Lysergic Acid Diethylamide,0.8953232169151306
1-ribosyl-imidazoleacetate levels,Lysergic Acid Diethylamide,0.87242192029953
2'-o-methylcytidine levels,Propylthiouracil,0.8478991389274597
2-hydroxyadipate levels,Vitamin D3 24-Hydroxylase,0.8858336806297302
3-ureidopropionate levels,Propylthiouracil,0.8787510395050049
Betaine levels,Niacin,0.8872543573379517
Ethylmalonate levels,Phenylthiourea,0.893927276134491
Guanosine levels,Niacin,0.8726670145988464
Methionine sulfone levels,Protein Disulfide Reductase (Glutathione),0.8710301518440247
N-acetyl-beta-alanine levels,Lysergic Acid Diethylamide,0.8732017278671265
Mucositis (moderate to severe) in head and neck cancer treated with radiotherapy,Bovine Virus Diarrhea-Mucosal Disease,0.8587720990180969
Clinical depression,Depression,0.8559243679046631
High-sensitivity C-reactive protein levels,C-Reactive Protein,0.8370653986930847
Apolipoprotein B levels,Apolipoprotein A-I,0.9742563366889954
Apolipoprotein C-II levels,Apolipoprotein C-III,0.9847626686096191
PCSK9 levels,Protein Kinase C-delta,0.8615424036979675
Apolipoprotein C-III levels,Apolipoprotein C-III,0.9869189262390137
Vitamin B9 levels,Vitamin B 12,0.9528172612190247
Heavy drinking,Drinking,0.8656228184700012
Apolipoprotein E levels,Apolipoprotein E4,0.980432391166687
Phosphatidylcholine(35:4)_[M+H]1+/Phosphatidylethanolamine(38:4)_[M+H]1+/Phosphatidate(40:5)_[M+NH4]1+ levels,Lysophosphatidylcholines,0.8117246627807617
Phosphatidylcholine(40:6)_[M+OAc]1-/Phosphatidylserine(44:5)_[M-H]1- levels,Lysophosphatidylcholines,0.847519040107727
Ceramide_42:2_[M-H]1- levels,"Collagen Type I, alpha 1 Chain",0.8221725821495056
Ceramide_42:2_[M+H-H2O]1+ levels,Diethylhexyl Phthalate,0.8187734484672546
Ceramide(40:0)_[M-H]1- levels,Diethylhexyl Phthalate,0.8357976078987122
Ceramide(40:1)_[M-H]1- levels,"Collagen Type I, alpha 1 Chain",0.8290618062019348
Phosphatidylcholine(40:5)_[M+OAc]1-/Phosphatidylserine(44:4)_[M-H]1- levels,Lysophosphatidylcholines,0.8479219079017639
Phosphatidylcholine(40:6)_[M+H]1+/Phosphatidylethanolamine(43:6)_[M+H]1+ levels,Lysophosphatidylcholines,0.8274878859519958
Phosphatidylcholine(40:5)_[M+H]1+ levels,Lysophosphatidylcholines,0.8843911290168762
Chronic obstructive pulmonary disease x current smoker interaction (2df),"Hypertension, Pulmonary",0.8533921837806702
Chronic obstructive pulmonary disease x current smoker interaction (main effect),"Hypertension, Pulmonary",0.8447557687759399
Chronic obstructive pulmonary disease x current smoker interaction (1df),"Hypertension, Pulmonary",0.847162663936615
Chronic obstructive pulmonary disease in current smokers,Pulmonary Heart Disease,0.8583522439002991
Chronic obstructive pulmonary disease in non-current smokers,"Hypertension, Pulmonary",0.8558670282363892
Chronic obstructive pulmonary disease in never smokers,Pulmonary Heart Disease,0.8584288954734802
Phosphatidylcholine-O_18:1_[M+H]1+/Phosphatidylcholine-P_18:0_[M+H]1+ levels,Lysophosphatidylcholines,0.79778653383255
Phosphatidylcholine-O_30:1_[M+H]1+/Phosphatidylcholine-P_30:0_[M+H]1+/Phosphatidylethanolamine-O_33:1_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.7909619808197021
Phosphatidylcholine-O_31:0_[M+H]1+/Phosphatidylethanolamine-O_34:0_[M+H]1+ levels,Catecholamine Plasma Membrane Transport Proteins,0.8034120798110962
Phosphatidylcholine_40:7_[M+H]1+ levels,Lysophosphatidylcholines,0.8679646849632263
Phosphatidylcholine_40:7_[M+OAc]1-/Phosphatidylserine_44:6_[M-H]1- levels,Class III Phosphatidylinositol 3-Kinases,0.833568811416626
Phosphatidylcholine_42:4_[M+OAc]1- levels,Lysophosphatidylcholines,0.8740237355232239
Phosphatidylcholine-O_32:1_[M+H]1+/Phosphatidylcholine-P_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:1_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.7889876961708069
Phosphatidylcholine_44:5_[M+OAc]1- levels,Lysophosphatidylcholines,0.8746609687805176
Phosphatidylcholine_52:4_[M+OAc]1- levels,Lysophosphatidylcholines,0.870172381401062
Phosphatidylcholine-2O_32:0_[M+H]1+ levels,Lysophosphatidylcholines,0.8592178821563721
Phosphatidylcholine_40:6_[M+OAc]1-/Phosphatidylserine_44:5_[M-H]1- levels,Class III Phosphatidylinositol 3-Kinases,0.8354317545890808
Phosphatidylcholine-O_18:0_[M+H]1+/Lysophosphatidylethanolamine_21:0_[M+H]1+ levels,Lysophosphatidylcholines,0.8304049968719482
Ceramide_40:1_[M-H]1- levels,"Collagen Type I, alpha 1 Chain",0.8368613719940186
Ceramide_41:1_[M-H]1- levels,"Collagen Type I, alpha 1 Chain",0.8354948163032532
Ceramide_42:1_[M+H-H2O]1+ levels,"Amino Acids, Dicarboxylic",0.8198210000991821
Phosphatidylcholine(33:2)_[M+H]1+/Phosphatidylethanolamine(36:2)_[M+H]1+/Phosphatidate(38:3)_[M+NH4]1+ levels,Choline-Phosphate Cytidylyltransferase,0.8078709244728088
Symptomatic extra- and intra-cranial atherosclerotic stenosis,Intracranial Thrombosis,0.8913489580154419
Phosphatidylcholine(36:2)_[M+H]1+/Phosphatidylethanolamine(39:2)_[M+H]1+/Phosphatidate(41:3)_[M+NH4]1+ levels,Lysophosphatidylcholines,0.8067697286605835
Ceramide(41:2)_[M-H]1- levels,"Diterpenes, Clerodane",0.81578129529953
Ceramide(42:0)_[M-H]1- levels,Diethylhexyl Phthalate,0.8303895592689514
Ceramide(41:1)_[M-H]1- levels,"Collagen Type I, alpha 1 Chain",0.8219888806343079
Ceramide(40:2)_[M-H]1- levels,Diethylhexyl Phthalate,0.8256288170814514
Ceramide(41:0)_[M-H]1- levels,Diethylhexyl Phthalate,0.827052116394043
Phosphatidylcholine-O_40:5_[M+H]1+/Phosphatidylcholine-P_40:4_[M+H]1+ levels,Class II Phosphatidylinositol 3-Kinases,0.8001929521560669
Phosphatidylcholine-O_40:6_[M+H]1+/Phosphatidylcholine-P_40:5_[M+H]1+ levels,Class II Phosphatidylinositol 3-Kinases,0.7987042665481567
Phosphatidylcholine-O_38:4_[M+H]1+/Phosphatidylcholine-P_38:3_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.803358256816864
Phosphatidylcholine-O_38:5_[M+H]1+/Phosphatidylcholine-P_38:4_[M+H]1+ levels,Class II Phosphatidylinositol 3-Kinases,0.8011883497238159
Phosphatidylcholine-O_42:6_[M+OAc]1-/Phosphatidylcholine-P_42:5_[M+OAc]1- levels,Class II Phosphatidylinositol 3-Kinases,0.8125511407852173
Phosphatidylcholine-O_36:4_[M+H]1+/Phosphatidylcholine-P_36:3_[M+H]1+ levels,Class III Phosphatidylinositol 3-Kinases,0.8027324676513672
Tinnitus in noise exposure,Sciatic Neuropathy,0.8319860696792603
Phosphatidylcholine(32:0)_[M+H]1+/Phosphatidylethanolamine(35:0)_[M+H]1+/Phosphatidate(37:1)_[M+NH4]1+ levels,Lysophosphatidylcholines,0.8032321333885193
Chronic obstructive pulmonary disease x ever smoker interaction (2df),"Hypertension, Pulmonary",0.8557699918746948
Chronic obstructive pulmonary disease x ever smoker interaction (main effect),"Hypertension, Pulmonary",0.8485855460166931
Chronic obstructive pulmonary disease in ever smokers,"Hypertension, Pulmonary",0.8599907159805298
Chronic obstructive pulmonary disease x ever smoker interaction (1df),"Hypertension, Pulmonary",0.8505485653877258
Gut bacterial pathway abundance (PWY.6353..purine.nucleotides.degradation.II..aerobic.),"Creatine Kinase, Mitochondrial Form",0.8721534609794617
Gut bacterial pathway abundance (PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis),Glycogen Debranching Enzyme System,0.8660380244255066
Gut bacterial pathway abundance (PWY.7234..inosine.5..phosphate.biosynthesis.III),"Creatine Kinase, Mitochondrial Form",0.8592371940612793
Gut bacterial pathway abundance (PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.),"Creatine Kinase, Mitochondrial Form",0.8643268346786499
Gut bacterial pathway abundance (TRPSYN.PWY..L.tryptophan.biosynthesis),"Glycogen Phosphorylase, Liver Form",0.8701814413070679
Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria),Gastrointestinal Microbiome,0.8578163981437683
Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae),Fecal Microbiota Transplantation,0.8332161903381348
Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales.f_Coriobacteriaceae),Fecal Microbiota Transplantation,0.841955840587616
Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae),Fecal Microbiota Transplantation,0.843997061252594
Gut microbiota abundance (k_Bacteria.p_Actinobacteria.c_Actinobacteria.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Bifidobacterium),"Glucose Transport Proteins, Facilitative",0.8241823315620422
Gut bacterial pathway abundance (GLYCOCAT.PWY..glycogen.degradation.I..bacterial.),"Glycogen Phosphorylase, Liver Form",0.8675904870033264
Gut bacterial pathway abundance (HISDEG.PWY..L.histidine.degradation.I),"Creatine Kinase, MM Form",0.8666756749153137
Gut bacterial pathway abundance (LACTOSECAT.PWY..lactose.and.galactose.degradation.I),"Glucose Transport Proteins, Facilitative",0.8661829233169556
Gut bacterial pathway abundance (PWY.5088..L.glutamate.degradation.VIII..to.propanoate.),"Creatine Kinase, Mitochondrial Form",0.8550641536712646
Gut bacterial pathway abundance (PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I),"Glycogen Phosphorylase, Liver Form",0.8797692060470581
Gut microbiota abundance (k_Bacteria.p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales.f_Rikenellaceae.g_Alistipes.s_Alistipes_sp_AP11),Fecal Microbiota Transplantation,0.8296766877174377
Gut microbiota abundance (k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia.s_Escherichia_unclassified),Fecal Microbiota Transplantation,0.8337997198104858
